prompt_id,family,tail,label,label_token,task_type,prob_digit_0,prob_digit_1,prob_digit_2,prob_digit_3,prob_digit_4,prob_digit_5,prob_digit_6,prob_digit_7,prob_digit_8,prob_digit_9,prob_mass_digits
tri_v2_088,numeric_open,answer_colon,3,3,numeric,3.701154582813615e-06,6.560453766724095e-05,7.433967402903363e-05,6.162975478218868e-05,1.7657221178524196e-05,4.508929487201385e-05,1.981085233637714e-06,3.0683650038554333e-06,1.2790848131771781e-06,7.288006145245163e-07,0.00027507897277700977
tri_v2_089,numeric_open,answer_colon,8,8,numeric,6.17232160493586e-07,1.591862746863626e-05,9.070160558621865e-06,1.1646316124824807e-05,3.5873177694156766e-05,5.219516606302932e-05,1.6945292372838594e-05,2.3161464923759922e-05,7.063847988320049e-06,1.0277837645844556e-05,0.00018276912300052572
tri_v2_104,numeric_open,answer_colon,5,5,numeric,8.375393463211367e-07,1.7907381334225647e-05,1.906230863824021e-05,1.4845741134195123e-05,6.65339975967072e-05,3.995676706836093e-06,7.946351615828462e-06,5.1305505621712655e-06,3.7535910450969823e-06,5.079932634544093e-07,0.00014052113124307652
tri_v2_118,numeric_open,answer_colon,6,6,numeric,4.884918780589942e-07,1.4275824469223153e-05,1.2598371540661901e-05,1.4275824469223153e-05,1.6176629287656397e-05,4.397263910504989e-05,4.090092261321843e-06,1.2598371540661901e-05,1.5046609860291937e-06,6.676892212453822e-07,0.00012064859475913181
tri_v2_142,numeric_open,answer_colon,3,3,numeric,1.0790173377017709e-07,4.0489826460543554e-06,2.330028473807033e-05,4.884005193162011e-06,2.810550904541742e-05,1.247174441232346e-05,3.3567246191523736e-06,1.4895375670676003e-06,5.147703632246703e-07,2.7553670634006266e-07,7.855499702458246e-05
tri_v2_153,numeric_open,answer_colon,7,7,numeric,1.8105482695318642e-06,3.014833237102721e-05,8.637642167741433e-06,1.4241065400710795e-05,3.416253821342252e-05,1.0418985766591504e-05,2.832173959177453e-05,1.1806257134594489e-05,1.1090952284575906e-05,3.832930360658793e-06,0.00015447099156062905
tri_v2_155,numeric_open,answer_colon,5,5,numeric,2.348032239751774e-06,8.810925646685064e-05,9.885584404401015e-06,2.0927784134983085e-05,1.96598339243792e-05,2.6871804948314093e-05,3.672940147225745e-05,7.775614358251914e-05,3.241358353989199e-05,5.3440966439666227e-05,0.0003681423911530146
tri_v2_160,numeric_open,answer_colon,5,5,numeric,7.353721116487577e-07,6.218546332092956e-05,5.104493993712822e-06,6.15719500274281e-06,1.1503154382808134e-05,1.0151498827326577e-05,1.3034782568865921e-05,1.3034782568865921e-05,1.1503154382808134e-05,1.1503154382808134e-05,0.00014491305154251677
tri_v2_164,numeric_open,answer_colon,8,8,numeric,5.439253527583787e-07,1.4028018995304592e-05,5.160619821253931e-06,1.4028018995304592e-05,7.992924111022148e-06,1.8012333384831436e-05,5.160619821253931e-06,1.0925032256636769e-05,4.5092994582773827e-07,9.546187129672035e-07,7.725704139716072e-05
tri_v2_165,numeric_open,answer_colon,2,2,numeric,1.1830318271677243e-06,3.457325874478556e-05,7.714335879427381e-06,2.2322172299027443e-05,2.529433731979225e-05,6.0677954024868086e-05,1.7384525563102216e-05,5.700166366295889e-05,2.076285454677418e-06,2.5044785161298933e-06,0.00023073204329193686
tri_v2_171,numeric_open,answer_colon,7,7,numeric,1.1445955578892608e-06,9.583580322214402e-06,2.028844210144598e-05,2.028844210144598e-05,3.3449985494371504e-05,1.5800653272890486e-05,2.1596933947876096e-05,1.5644766335753957e-06,1.1445955578892608e-06,6.12657856891019e-07,0.00012547436284648938
tri_v2_178,numeric_open,answer_colon,7,7,numeric,2.9442324489536986e-07,1.0378777005826123e-05,2.7934102035942487e-06,9.749957825988531e-06,1.4186105545377359e-05,3.0031987989787012e-05,6.295046205195831e-06,2.650313763297163e-05,5.218776550464099e-06,2.9735692805843428e-06,0.00010842519148468455
tri_v2_185,numeric_open,answer_colon,7,7,numeric,2.9442324489536986e-07,1.0378777005826123e-05,2.7934102035942487e-06,9.749957825988531e-06,1.4186105545377359e-05,3.0031987989787012e-05,6.295046205195831e-06,2.650313763297163e-05,5.218776550464099e-06,2.9735692805843428e-06,0.00010842519148468455
tri_v2_190,numeric_open,answer_colon,9,9,numeric,6.851865350654407e-07,1.4649934200861026e-05,8.347280527232215e-06,1.4649934200861026e-05,3.101390757365152e-05,1.559477277623955e-05,4.512497616815381e-05,1.6600552044110373e-05,4.467977760214126e-06,2.7099654289486352e-06,0.00015384448721533772
tri_v2_206,numeric_open,answer_colon,7,7,numeric,2.9442324489536986e-07,1.0378777005826123e-05,2.7934102035942487e-06,9.749957825988531e-06,1.4186105545377359e-05,3.0031987989787012e-05,6.295046205195831e-06,2.650313763297163e-05,5.218776550464099e-06,2.9735692805843428e-06,0.00010842519148468455
tri_v2_220,numeric_open,answer_colon,9,9,numeric,2.5688887035357766e-06,4.771989551954903e-05,1.755516859702766e-05,2.3256819986272603e-05,3.38384706992656e-05,0.00017184592434205115,4.0816990804160014e-05,0.00010422983905300498,3.8344009226420894e-05,2.635342752910219e-05,0.0005065294344603899
tri_v2_251,numeric_open,answer_colon,6,6,numeric,1.7962497622647788e-07,1.3404840501607396e-05,4.931365310767433e-06,9.213003067998216e-06,9.807189599086996e-06,3.4230459277750924e-05,5.94836183154257e-06,3.4230459277750924e-05,3.840551016764948e-06,3.389274525034125e-06,0.00011917512938453001
tri_v2_266,numeric_open,answer_colon,3,3,numeric,1.2004117024844163e-06,1.9988649000879377e-05,1.2123728993174154e-05,2.5665935027063824e-05,4.504511889535934e-05,4.7950277803465724e-05,3.065358669118723e-06,5.726843937736703e-06,6.425340757232334e-07,6.839740080977208e-07,0.0001620928321131032
tri_v2_272,numeric_open,answer_colon,2,2,numeric,9.988843885366805e-06,0.00030118325958028436,3.65376727131661e-05,3.7113059079274535e-05,5.571329893427901e-05,5.930650149821304e-05,5.838703873450868e-05,8.902959962142631e-05,6.616117752855644e-05,8.629044896224514e-05,0.0007997109005373204
tri_v2_295,numeric_open,answer_colon,9,9,numeric,6.851865350654407e-07,1.4649934200861026e-05,8.347280527232215e-06,1.4649934200861026e-05,3.101390757365152e-05,1.559477277623955e-05,4.512497616815381e-05,1.6600552044110373e-05,4.467977760214126e-06,2.7099654289486352e-06,0.00015384448721533772
