prompt_id,family,tail,label,task_type,prob_true,prob_false,prob_mass_tf
tri_v2_126,numeric_validity,the_answer_is,True,binary,0.945249080657959,0.04153134673833847,0.9867804273962975
tri_v2_127,numeric_validity,answer_colon,False,binary,0.9577794671058655,0.04208189249038696,0.9998613595962524
tri_v2_128,numeric_validity,the_answer_is,False,binary,0.08384428918361664,0.9014110565185547,0.9852553457021713
tri_v2_129,geometry_claim,answer_colon,True,binary,0.99187171459198,0.008061452768743038,0.999933167360723
tri_v2_130,numeric_validity,answer_colon,True,binary,0.2449917495250702,0.7546277642250061,0.9996195137500763
tri_v2_131,numeric_validity,answer_colon,False,binary,0.022976495325565338,0.9769854545593262,0.9999619498848915
tri_v2_132,numeric_validity,true_or_false,True,binary,0.38074323534965515,0.5539780855178833,0.9347213208675385
tri_v2_133,numeric_validity,true_or_false,False,binary,0.3228285312652588,0.6031230688095093,0.9259516000747681
tri_v2_134,numeric_validity,the_answer_is,True,binary,0.5504946708679199,0.4287256896495819,0.9792203605175018
tri_v2_135,numeric_validity,answer_colon,True,binary,0.8516289591789246,0.14799091219902039,0.999619871377945
tri_v2_136,numeric_validity,true_or_false,True,binary,0.4908257722854614,0.4331522285938263,0.9239780008792877
tri_v2_137,geometry_claim,the_answer_is,False,binary,0.8752803206443787,0.11845631152391434,0.993736632168293
tri_v2_138,numeric_validity,the_answer_is,False,binary,0.7448486089706421,0.2418169379234314,0.9866655468940735
tri_v2_139,geometry_claim,the_answer_is,True,binary,0.9536225199699402,0.036975957453250885,0.9905984774231911
tri_v2_140,numeric_validity,the_answer_is,False,binary,0.02580881118774414,0.9684685468673706,0.9942773580551147
tri_v2_141,geometry_claim,true_or_false,False,binary,0.4107452630996704,0.5274073481559753,0.9381526112556458
tri_v2_143,numeric_validity,answer_colon,True,binary,0.9819247722625732,0.017984580248594284,0.9999093525111675
tri_v2_144,numeric_validity,answer_colon,True,binary,0.2689101994037628,0.7309736013412476,0.9998838007450104
tri_v2_145,numeric_validity,the_answer_is,False,binary,0.007544522173702717,0.988137423992157,0.9956819461658597
tri_v2_146,numeric_validity,the_answer_is,True,binary,0.5229228734970093,0.4614778161048889,0.9844006896018982
tri_v2_147,geometry_claim,the_answer_is,True,binary,0.9504022002220154,0.04175775870680809,0.9921599589288235
tri_v2_148,numeric_validity,answer_colon,True,binary,0.2017054408788681,0.7977604866027832,0.9994659274816513
tri_v2_149,numeric_validity,the_answer_is,False,binary,0.0372176319360733,0.9598553776741028,0.9970730096101761
tri_v2_150,numeric_validity,true_or_false,True,binary,0.49845263361930847,0.43988290429115295,0.9383355379104614
tri_v2_151,numeric_validity,true_or_false,False,binary,0.40702736377716064,0.5226334929466248,0.9296608567237854
tri_v2_152,numeric_validity,answer_colon,True,binary,0.8352673053741455,0.16447387635707855,0.9997411817312241
tri_v2_154,numeric_validity,the_answer_is,True,binary,0.7976048588752747,0.17796970903873444,0.9755745679140091
tri_v2_156,numeric_validity,the_answer_is,True,binary,0.23634275794029236,0.7279869318008423,0.9643296897411346
tri_v2_157,geometry_claim,the_answer_is,True,binary,0.8916997909545898,0.0939844623208046,0.9856842532753944
tri_v2_158,numeric_validity,answer_colon,False,binary,0.2226567417383194,0.7771483659744263,0.9998051077127457
tri_v2_159,numeric_validity,true_or_false,False,binary,0.3085784912109375,0.6532606482505798,0.9618391394615173
tri_v2_161,numeric_validity,the_answer_is,False,binary,0.017842616885900497,0.9741738438606262,0.9920164607465267
tri_v2_162,numeric_validity,true_or_false,False,binary,0.36173269152641296,0.5963963866233826,0.9581290781497955
tri_v2_163,numeric_validity,the_answer_is,True,binary,0.7843232154846191,0.19830796122550964,0.9826311767101288
tri_v2_166,numeric_validity,the_answer_is,True,binary,0.9523169994354248,0.03258649632334709,0.9849034957587719
tri_v2_167,geometry_claim,answer_colon,False,binary,0.9943658113479614,0.005554481875151396,0.9999202932231128
tri_v2_168,numeric_validity,the_answer_is,False,binary,0.604671061038971,0.3667515218257904,0.9714225828647614
tri_v2_169,geometry_claim,true_or_false,True,binary,0.4339141249656677,0.49168914556503296,0.9256032705307007
tri_v2_170,numeric_validity,true_or_false,True,binary,0.46455299854278564,0.46455299854278564,0.9291059970855713
tri_v2_172,numeric_validity,answer_colon,True,binary,0.4686715602874756,0.5310744643211365,0.9997460246086121
tri_v2_173,geometry_claim,true_or_false,True,binary,0.4090319275856018,0.5252074003219604,0.9342393279075623
tri_v2_174,numeric_validity,the_answer_is,True,binary,0.9483669400215149,0.03677217662334442,0.9851391166448593
tri_v2_175,geometry_claim,answer_colon,True,binary,0.994020402431488,0.005910661071538925,0.999931063503027
tri_v2_176,numeric_validity,the_answer_is,False,binary,0.13076485693454742,0.8526939749717712,0.9834588319063187
tri_v2_177,geometry_claim,true_or_false,False,binary,0.46656301617622375,0.46656301617622375,0.9331260323524475
tri_v2_179,numeric_validity,the_answer_is,False,binary,0.046903230249881744,0.9420766234397888,0.9889798536896706
tri_v2_180,numeric_validity,answer_colon,True,binary,0.9464901685714722,0.053397323936223984,0.9998874925076962
tri_v2_181,numeric_validity,true_or_false,False,binary,0.3613133132457733,0.595704972743988,0.9570182859897614
tri_v2_182,numeric_validity,true_or_false,False,binary,0.33167514204978943,0.6196507215499878,0.9513258635997772
tri_v2_183,numeric_validity,true_or_false,False,binary,0.4363456964492798,0.49444445967674255,0.9307901561260223
tri_v2_184,numeric_validity,answer_colon,False,binary,0.012431321665644646,0.9875422120094299,0.9999735336750746
tri_v2_186,numeric_validity,answer_colon,True,binary,0.866766631603241,0.1329229772090912,0.9996896088123322
tri_v2_187,numeric_validity,the_answer_is,True,binary,0.40214303135871887,0.5851146578788757,0.9872576892375946
tri_v2_188,numeric_validity,answer_colon,True,binary,0.5924968123435974,0.40721672773361206,0.9997135400772095
tri_v2_189,geometry_claim,true_or_false,True,binary,0.46262088418006897,0.46262088418006897,0.9252417683601379
tri_v2_191,numeric_validity,the_answer_is,False,binary,0.17876367270946503,0.8011631965637207,0.9799268692731857
tri_v2_192,geometry_claim,the_answer_is,False,binary,0.9665578603744507,0.025757893919944763,0.9923157542943954
tri_v2_193,numeric_validity,the_answer_is,True,binary,0.8172156810760498,0.16091930866241455,0.9781349897384644
tri_v2_194,numeric_validity,true_or_false,True,binary,0.3764369487762451,0.547712504863739,0.9241494536399841
tri_v2_195,geometry_claim,true_or_false,False,binary,0.5585959553718567,0.3839170038700104,0.9425129592418671
tri_v2_196,numeric_validity,true_or_false,False,binary,0.4363456964492798,0.49444445967674255,0.9307901561260223
tri_v2_197,numeric_validity,the_answer_is,True,binary,0.5788262486457825,0.3978210687637329,0.9766473174095154
tri_v2_198,numeric_validity,true_or_false,True,binary,0.36175647377967834,0.5964356064796448,0.9581920802593231
tri_v2_199,numeric_validity,true_or_false,True,binary,0.4109172224998474,0.5276281237602234,0.9385453462600708
tri_v2_200,numeric_validity,answer_colon,True,binary,0.9840195178985596,0.015905193984508514,0.9999247118830681
tri_v2_201,geometry_claim,answer_colon,False,binary,0.9398579597473145,0.06008310616016388,0.9999410659074783
tri_v2_202,numeric_validity,answer_colon,False,binary,0.01691439189016819,0.9830547571182251,0.9999691490083933
tri_v2_203,numeric_validity,true_or_false,True,binary,0.3804260492324829,0.5535166263580322,0.9339426755905151
tri_v2_204,numeric_validity,the_answer_is,False,binary,0.04194812849164009,0.9547349810600281,0.9966831095516682
tri_v2_205,numeric_validity,the_answer_is,True,binary,0.7408050894737244,0.2405042052268982,0.9813092947006226
tri_v2_207,numeric_validity,true_or_false,False,binary,0.32696858048439026,0.6108576655387878,0.9378262460231781
tri_v2_208,numeric_validity,answer_colon,True,binary,0.9044709205627441,0.09533053636550903,0.9998014569282532
tri_v2_209,numeric_validity,true_or_false,False,binary,0.30911803245544434,0.6544029116630554,0.9635209441184998
tri_v2_210,numeric_validity,true_or_false,True,binary,0.34917688369750977,0.5756953358650208,0.9248722195625305
tri_v2_211,numeric_validity,the_answer_is,False,binary,0.02020907588303089,0.9737278819084167,0.9939369577914476
tri_v2_212,numeric_validity,answer_colon,True,binary,0.2017054408788681,0.7977604866027832,0.9994659274816513
tri_v2_213,numeric_validity,the_answer_is,False,binary,0.015756599605083466,0.9748263359069824,0.9905829355120659
tri_v2_214,geometry_claim,answer_colon,False,binary,0.987514853477478,0.012430978007614613,0.9999458314850926
tri_v2_215,numeric_validity,the_answer_is,True,binary,0.776703953742981,0.19638152420520782,0.9730854779481888
tri_v2_216,numeric_validity,answer_colon,False,binary,0.03308500722050667,0.9668856263160706,0.9999706335365772
tri_v2_217,numeric_validity,answer_colon,True,binary,0.6222121119499207,0.37739071249961853,0.9996028244495392
tri_v2_218,numeric_validity,the_answer_is,True,binary,0.9242423176765442,0.05908483266830444,0.9833271503448486
tri_v2_219,numeric_validity,answer_colon,False,binary,0.03732428699731827,0.9626060128211975,0.9999302998185158
tri_v2_221,numeric_validity,true_or_false,True,binary,0.37666618824005127,0.5480460524559021,0.9247122406959534
tri_v2_222,numeric_validity,true_or_false,False,binary,0.3277079164981842,0.6122389435768127,0.939946860074997
tri_v2_223,numeric_validity,the_answer_is,False,binary,0.0593084953725338,0.9277409911155701,0.9870494864881039
tri_v2_224,numeric_validity,true_or_false,False,binary,0.30118539929389954,0.6376094222068787,0.9387948215007782
tri_v2_225,numeric_validity,true_or_false,False,binary,0.307155579328537,0.6502483487129211,0.9574039280414581
tri_v2_226,numeric_validity,answer_colon,False,binary,0.03963738679885864,0.9603258967399597,0.9999632835388184
tri_v2_227,numeric_validity,the_answer_is,False,binary,0.00965400505810976,0.9847352504730225,0.9943892555311322
tri_v2_228,numeric_validity,the_answer_is,True,binary,0.5514677166938782,0.42948347330093384,0.980951189994812
tri_v2_229,numeric_validity,the_answer_is,False,binary,0.03706523776054382,0.9559251070022583,0.9929903447628021
tri_v2_230,numeric_validity,the_answer_is,False,binary,0.029181066900491714,0.9663442373275757,0.9955253042280674
tri_v2_231,numeric_validity,the_answer_is,True,binary,0.9379246830940247,0.0529140941798687,0.9908387772738934
tri_v2_232,numeric_validity,true_or_false,False,binary,0.4172533452510834,0.5357639193534851,0.9530172646045685
tri_v2_233,numeric_validity,answer_colon,True,binary,0.8353222012519836,0.1644846796989441,0.9998068809509277
tri_v2_234,numeric_validity,answer_colon,True,binary,0.7771564722061157,0.22265905141830444,0.9998155236244202
tri_v2_235,geometry_claim,answer_colon,True,binary,0.991883397102356,0.008061548694968224,0.9999449457973242
tri_v2_236,numeric_validity,the_answer_is,False,binary,0.04709196090698242,0.9458673596382141,0.9929593205451965
tri_v2_237,numeric_validity,answer_colon,True,binary,0.9913399815559387,0.0085767712444067,0.9999167528003454
tri_v2_238,numeric_validity,true_or_false,True,binary,0.3503108620643616,0.5775649547576904,0.927875816822052
tri_v2_239,numeric_validity,true_or_false,False,binary,0.33167514204978943,0.6196507215499878,0.9513258635997772
tri_v2_240,numeric_validity,the_answer_is,False,binary,0.04672795906662941,0.9385561943054199,0.9852841533720493
tri_v2_241,numeric_validity,true_or_false,False,binary,0.4051370620727539,0.5202062726020813,0.9253433346748352
tri_v2_242,geometry_claim,answer_colon,True,binary,0.924045205116272,0.07585024833679199,0.999895453453064
tri_v2_243,numeric_validity,true_or_false,True,binary,0.35819175839424133,0.5905583500862122,0.9487501084804535
tri_v2_244,numeric_validity,the_answer_is,True,binary,0.9554705619812012,0.03269440308213234,0.9881649650633335
tri_v2_245,numeric_validity,true_or_false,True,binary,0.3612500727176666,0.5956006646156311,0.9568507373332977
tri_v2_246,numeric_validity,true_or_false,False,binary,0.30139094591140747,0.6380445957183838,0.9394355416297913
tri_v2_247,numeric_validity,the_answer_is,True,binary,0.5243943929672241,0.46277645230293274,0.9871708452701569
tri_v2_248,numeric_validity,answer_colon,True,binary,0.973980188369751,0.025955691933631897,0.9999358803033829
tri_v2_249,numeric_validity,answer_colon,False,binary,0.7055336833000183,0.2941102087497711,0.9996438920497894
tri_v2_250,numeric_validity,true_or_false,False,binary,0.30131325125694275,0.6378801465034485,0.9391933977603912
tri_v2_252,geometry_claim,true_or_false,True,binary,0.5562974810600281,0.3823373019695282,0.9386347830295563
tri_v2_253,numeric_validity,answer_colon,False,binary,0.9769246578216553,0.022975066676735878,0.9998997244983912
tri_v2_254,numeric_validity,answer_colon,False,binary,0.029311461374163628,0.9706622958183289,0.9999737571924925
tri_v2_255,numeric_validity,answer_colon,False,binary,0.013222522102296352,0.986754834651947,0.9999773567542434
tri_v2_256,numeric_validity,true_or_false,True,binary,0.3789580762386322,0.5513806939125061,0.9303387701511383
tri_v2_257,numeric_validity,true_or_false,False,binary,0.37893739342689514,0.5513506531715393,0.9302880465984344
tri_v2_258,numeric_validity,true_or_false,False,binary,0.4105537235736847,0.5271614193916321,0.9377151429653168
tri_v2_259,geometry_claim,the_answer_is,False,binary,0.9411526322364807,0.05309620127081871,0.9942488335072994
tri_v2_260,numeric_validity,answer_colon,False,binary,0.006289773620665073,0.993689775466919,0.999979549087584
tri_v2_261,numeric_validity,answer_colon,True,binary,0.9840217232704163,0.01590522937476635,0.9999269526451826
tri_v2_262,numeric_validity,true_or_false,False,binary,0.40648478269577026,0.52193683385849,0.9284216165542603
tri_v2_263,numeric_validity,answer_colon,False,binary,0.0029809705447405577,0.9969981908798218,0.9999791614245623
tri_v2_264,numeric_validity,answer_colon,True,binary,0.09531538188457489,0.9043272137641907,0.9996425956487656
tri_v2_265,numeric_validity,answer_colon,True,binary,0.973980188369751,0.025955691933631897,0.9999358803033829
tri_v2_267,numeric_validity,true_or_false,True,binary,0.40484392642974854,0.5198299288749695,0.924673855304718
tri_v2_268,numeric_validity,true_or_false,True,binary,0.4187175929546356,0.5376440286636353,0.9563616216182709
tri_v2_269,numeric_validity,answer_colon,False,binary,0.1259177327156067,0.8740422129631042,0.9999599456787109
tri_v2_270,numeric_validity,answer_colon,False,binary,0.019123507663607597,0.9808487892150879,0.9999722968786955
tri_v2_271,numeric_validity,true_or_false,True,binary,0.3503108620643616,0.5775649547576904,0.927875816822052
tri_v2_273,numeric_validity,the_answer_is,True,binary,0.8386123180389404,0.12860536575317383,0.9672176837921143
tri_v2_274,numeric_validity,answer_colon,False,binary,0.02033168636262417,0.97963547706604,0.9999671634286642
tri_v2_275,numeric_validity,answer_colon,False,binary,0.019123345613479614,0.9808405041694641,0.9999638497829437
tri_v2_276,numeric_validity,the_answer_is,True,binary,0.8744924068450928,0.0921708196401596,0.9666632264852524
tri_v2_277,numeric_validity,the_answer_is,False,binary,0.025773510336875916,0.9671438336372375,0.9929173439741135
tri_v2_278,numeric_validity,answer_colon,False,binary,0.027584156021475792,0.9723749756813049,0.9999591317027807
tri_v2_279,numeric_validity,answer_colon,False,binary,0.0330839604139328,0.9668551087379456,0.9999390691518784
tri_v2_280,numeric_validity,answer_colon,False,binary,0.14033140242099762,0.8596340417861938,0.9999654442071915
tri_v2_281,numeric_validity,the_answer_is,True,binary,0.9025216102600098,0.07408348470926285,0.9766050949692726
tri_v2_282,numeric_validity,the_answer_is,True,binary,0.8805331587791443,0.10516469180583954,0.9856978505849838
tri_v2_283,numeric_validity,answer_colon,True,binary,0.9795783162117004,0.02033049799501896,0.9999088142067194
tri_v2_284,numeric_validity,the_answer_is,True,binary,0.8331133723258972,0.14477339386940002,0.9778867661952972
tri_v2_285,numeric_validity,the_answer_is,False,binary,0.009654452092945576,0.9847807884216309,0.9944352405145764
tri_v2_286,numeric_validity,true_or_false,False,binary,0.3000490963459015,0.6352039575576782,0.9352530539035797
tri_v2_287,numeric_validity,the_answer_is,True,binary,0.5510635375976562,0.4291687309741974,0.9802322685718536
tri_v2_288,numeric_validity,the_answer_is,True,binary,0.934136688709259,0.05270038917660713,0.9868370778858662
tri_v2_289,numeric_validity,true_or_false,True,binary,0.41716331243515015,0.5356482863426208,0.952811598777771
tri_v2_290,numeric_validity,the_answer_is,False,binary,0.01578793302178383,0.9767648577690125,0.9925527907907963
tri_v2_291,numeric_validity,the_answer_is,False,binary,0.06655609607696533,0.9187785387039185,0.9853346347808838
