prompt_id,family,tail,label,label_token,task_type,prob_digit_0,prob_digit_1,prob_digit_2,prob_digit_3,prob_digit_4,prob_digit_5,prob_digit_6,prob_digit_7,prob_digit_8,prob_digit_9,prob_mass_digits
tri_v2_088,numeric_open,answer_colon,3,3,numeric,5.282629444991471e-06,4.7083565732464194e-05,5.335267269401811e-05,3.903364631696604e-05,3.0399432944250293e-05,2.6827407054952346e-05,9.869251698546577e-06,1.0505763384571765e-05,4.962570983479964e-06,3.4107220017176587e-06,0.00023072766225595842
tri_v2_089,numeric_open,answer_colon,8,8,numeric,6.916702091075422e-07,3.547591404640116e-05,2.1517229470191523e-05,1.78384107130114e-05,3.332653795951046e-05,3.130738332401961e-05,2.1517229470191523e-05,2.941056663985364e-05,1.0819542694662232e-05,1.0164020750380587e-05,0.00021206850527732968
tri_v2_104,numeric_open,answer_colon,5,5,numeric,3.2533087050978793e-06,3.285725324531086e-05,3.086653305217624e-05,2.403888174740132e-05,3.9633410779060796e-05,1.6521664292667992e-05,1.758722100930754e-05,1.758722100930754e-05,1.066718868969474e-05,6.0779807427024934e-06,0.0001990906632727274
tri_v2_118,numeric_open,answer_colon,6,6,numeric,1.3655605926032877e-06,3.990752884419635e-05,6.180998752824962e-05,3.308450322947465e-05,3.521827238728292e-05,3.521827238728292e-05,1.6635935025988147e-05,2.420513737888541e-05,6.120017587818438e-06,4.766274287248962e-06,0.0002583314892490307
tri_v2_142,numeric_open,answer_colon,3,3,numeric,5.274242198538559e-07,1.979144690267276e-05,4.747721322928555e-05,1.8592343622003682e-05,5.053923086961731e-05,2.24266459554201e-05,1.3602449143945705e-05,1.0593598744890187e-05,4.700880708696786e-06,3.4392376164760208e-06,0.00019169047101286196
tri_v2_153,numeric_open,answer_colon,7,7,numeric,5.539268840948353e-06,4.3569722038228065e-05,2.4825281798257492e-05,2.4825281798257492e-05,2.994500391650945e-05,1.933394742081873e-05,2.332119402126409e-05,2.1908232156420127e-05,1.1726632692443673e-05,9.721718924993183e-06,0.00021471628360814066
tri_v2_155,numeric_open,answer_colon,5,5,numeric,5.444722773972899e-06,5.8536286815069616e-05,2.5975319658755325e-05,2.765058343356941e-05,3.335297151352279e-05,2.765058343356941e-05,2.765058343356941e-05,3.335297151352279e-05,2.0229597794241272e-05,1.785255881259218e-05,0.0002776961791823851
tri_v2_160,numeric_open,answer_colon,5,5,numeric,5.506684829015285e-06,5.9202444390393794e-05,2.4679249690962024e-05,2.4679249690962024e-05,3.16887853841763e-05,2.0459818188101053e-05,2.1779362214147113e-05,2.318400947842747e-05,1.4968721188779455e-05,1.4968721188779455e-05,0.00024111704624374397
tri_v2_164,numeric_open,answer_colon,8,8,numeric,3.4930972105939873e-06,4.25546350015793e-05,2.9247345082694665e-05,2.9247345082694665e-05,3.113363709417172e-05,2.5810692022787407e-05,2.010138450714294e-05,2.2777856429456733e-05,5.759143732575467e-06,6.130576366558671e-06,0.00021625571253025555
tri_v2_165,numeric_open,answer_colon,2,2,numeric,2.3780573883414036e-06,3.282806937932037e-05,1.757159952830989e-05,2.119539749401156e-05,3.08391208818648e-05,2.8970673156436533e-05,2.2562380763702095e-05,2.556652543717064e-05,7.324933449126547e-06,5.704663635697216e-06,0.00019494142111398105
tri_v2_171,numeric_open,answer_colon,7,7,numeric,3.652133727882756e-06,4.44920951849781e-05,5.366771074477583e-05,3.926414137822576e-05,4.7361590986838564e-05,2.3814904125174507e-05,3.2551110052736476e-05,1.5376057490357198e-05,9.326050530944485e-06,6.823083822382614e-06,0.0002763288780442963
tri_v2_178,numeric_open,answer_colon,7,7,numeric,9.004529601952527e-07,4.205140066915192e-05,1.8660197383724153e-05,2.2508491383632645e-05,3.2749667298048735e-05,4.4763481128029525e-05,2.550546378188301e-05,4.205140066915192e-05,1.3652091183757875e-05,9.988082638301421e-06,0.00025283072909587645
tri_v2_185,numeric_open,answer_colon,7,7,numeric,9.004529601952527e-07,4.205140066915192e-05,1.8660197383724153e-05,2.2508491383632645e-05,3.2749667298048735e-05,4.4763481128029525e-05,2.550546378188301e-05,4.205140066915192e-05,1.3652091183757875e-05,9.988082638301421e-06,0.00025283072909587645
tri_v2_190,numeric_open,answer_colon,9,9,numeric,1.695403170742793e-06,3.858720083371736e-05,4.3725020077545196e-05,2.8230997486389242e-05,4.954694304615259e-05,2.198632137151435e-05,3.4053082345053554e-05,1.8227299733553082e-05,6.299187134573003e-06,6.299187134573003e-06,0.0002486506423338142
tri_v2_206,numeric_open,answer_colon,7,7,numeric,9.004529601952527e-07,4.205140066915192e-05,1.8660197383724153e-05,2.2508491383632645e-05,3.2749667298048735e-05,4.4763481128029525e-05,2.550546378188301e-05,4.205140066915192e-05,1.3652091183757875e-05,9.988082638301421e-06,0.00025283072909587645
tri_v2_220,numeric_open,answer_colon,9,9,numeric,7.164581461438502e-07,3.791377821471542e-05,2.1602618289762177e-05,1.7909202142618597e-05,2.1602618289762177e-05,4.0359009290114045e-05,2.299586594745051e-05,3.345879304106347e-05,1.2308802070037927e-05,1.086247903003823e-05,0.0002197296244617064
tri_v2_251,numeric_open,answer_colon,6,6,numeric,6.00303906139743e-07,3.713948535732925e-05,1.867490755103063e-05,1.6480547856190242e-05,2.1161442418815568e-05,3.4889319067588076e-05,1.867490755103063e-05,4.7688048653071746e-05,9.995957043429371e-06,8.286939191748388e-06,0.00021359185859637364
tri_v2_266,numeric_open,answer_colon,3,3,numeric,3.7647209865099285e-06,3.5718683648156e-05,2.9611823265440762e-05,2.781773582682945e-05,4.308495408622548e-05,2.9611823265440762e-05,1.585006612003781e-05,1.4889761587255634e-05,4.833997081732377e-06,4.265988081897376e-06,0.00020944955394952558
tri_v2_272,numeric_open,answer_colon,2,2,numeric,5.121548838360468e-06,7.070080027915537e-05,2.7686830435413867e-05,2.9472477763192728e-05,3.555059447535314e-05,2.6009371140389703e-05,2.6009371140389703e-05,3.3396696380805224e-05,2.025611865974497e-05,2.025611865974497e-05,0.00029445992777255015
tri_v2_295,numeric_open,answer_colon,9,9,numeric,1.695403170742793e-06,3.858720083371736e-05,4.3725020077545196e-05,2.8230997486389242e-05,4.954694304615259e-05,2.198632137151435e-05,3.4053082345053554e-05,1.8227299733553082e-05,6.299187134573003e-06,6.299187134573003e-06,0.0002486506423338142
