prompt_id,family,tail,label,label_token,task_type,prob_digit_0,prob_digit_1,prob_digit_2,prob_digit_3,prob_digit_4,prob_digit_5,prob_digit_6,prob_digit_7,prob_digit_8,prob_digit_9,prob_mass_digits
tri_v2_142,numeric_open,answer_colon,3,3,numeric,6.224143422883799e-11,1.1382770281898047e-09,2.6055420043746835e-09,0.9999998807907104,3.880943566514361e-09,8.199926071483787e-09,1.708756136586942e-09,3.0700786357584775e-09,3.3982674452204265e-09,1.428281048987401e-08,0.9999999191375533
tri_v2_153,numeric_open,answer_colon,7,7,numeric,1.2066052150483397e-11,9.679317347632832e-10,7.913110271207113e-12,4.553680349461686e-11,1.2135146403371988e-12,2.6354680590645607e-11,5.323791754663354e-11,0.9999997615814209,5.492787127914234e-11,3.512469759492376e-10,0.9999997631018496
tri_v2_155,numeric_open,answer_colon,5,5,numeric,2.399621473747615e-11,3.658985961441097e-11,7.91311200593059e-12,3.129696501957824e-11,4.923703458836748e-11,1.0,1.475699562547561e-10,1.1694822193986099e-11,2.5543837878228004e-11,1.4328795094886715e-11,1.0000000003481706
tri_v2_160,numeric_open,answer_colon,5,5,numeric,2.0438928056542432e-13,1.0342365158733102e-10,2.707718218478844e-13,6.079962922012072e-11,1.104918023395185e-12,1.0,3.511422055901825e-12,3.818340088557193e-10,4.903044116544297e-13,5.623885246386351e-10,1.0000000011140278
tri_v2_164,numeric_open,answer_colon,8,8,numeric,1.0160635353917424e-11,8.423463315754276e-12,7.204969693780372e-12,7.66964963760941e-12,1.8795284339317986e-12,2.5690111930126713e-12,1.0483169887720578e-11,6.485706971481875e-10,0.9999998807907104,3.4177274899072074e-10,0.9999998818294443
tri_v2_165,numeric_open,answer_colon,2,2,numeric,3.7536382335723317e-10,4.441503520524748e-08,0.9999996423721313,8.042523802487267e-08,9.890995578132333e-09,1.0045256848556505e-09,8.610247625995271e-09,6.524793594309131e-09,8.628369130292413e-08,3.761538192037506e-09,0.9999998836635604
tri_v2_171,numeric_open,answer_colon,7,7,numeric,9.640144238431958e-11,3.364740708278191e-10,2.0729568062094472e-10,1.0587626608771217e-10,2.2897348947448215e-11,1.1628233792526643e-10,1.7837797905428943e-09,1.0,1.077699152141065e-09,2.4286324062927633e-09,1.0000000061753385
tri_v2_178,numeric_open,answer_colon,7,7,numeric,2.3489626910233596e-10,3.046181307198026e-09,5.504336986206226e-10,5.634868127657455e-10,9.640123421750246e-11,3.60983215541566e-10,5.5708831325773644e-08,0.9999978542327881,1.06770175989368e-06,7.979922145295859e-08,0.9999990622949833
tri_v2_185,numeric_open,answer_colon,7,7,numeric,2.3489626910233596e-10,3.046181307198026e-09,5.504336986206226e-10,5.634868127657455e-10,9.640123421750246e-11,3.60983215541566e-10,5.5708831325773644e-08,0.9999978542327881,1.06770175989368e-06,7.979922145295859e-08,0.9999990622949833
tri_v2_190,numeric_open,answer_colon,9,9,numeric,1.3204072280004198e-09,2.2379998654287192e-07,1.8602551721258465e-09,9.45638500837731e-09,1.0903883351787158e-09,1.3758960193399616e-08,3.432083772736405e-08,7.411237675114535e-06,4.785054898093222e-06,0.9999868869781494,0.9999993688779428
tri_v2_206,numeric_open,answer_colon,7,7,numeric,2.3489626910233596e-10,3.046181307198026e-09,5.504336986206226e-10,5.634868127657455e-10,9.640123421750246e-11,3.60983215541566e-10,5.5708831325773644e-08,0.9999978542327881,1.06770175989368e-06,7.979922145295859e-08,0.9999990622949833
tri_v2_220,numeric_open,answer_colon,9,9,numeric,1.0776965986281084e-09,4.8400661256664534e-08,7.823237613280298e-10,4.371982775808192e-09,7.349251762711617e-10,3.903740886102014e-09,4.663049946174169e-09,2.345428953276496e-07,1.602809675205208e-06,0.999997615814209,0.99999951710116
tri_v2_251,numeric_open,answer_colon,6,6,numeric,5.051069007500075e-10,8.280387930881261e-09,5.430410787710116e-09,8.476751744979083e-09,4.099089068176909e-09,3.815747717794693e-08,0.999998927116394,1.400521369987473e-07,3.1097641794985975e-08,2.9442652760280907e-08,0.9999991926580492
tri_v2_266,numeric_open,answer_colon,3,3,numeric,1.2645116724552263e-11,2.520074426914931e-10,1.5834309419204828e-09,1.0,9.680763746189314e-09,2.5155326710546433e-09,4.857571012095718e-10,1.7171202237875605e-09,2.3673907278976003e-10,1.046583930630618e-09,1.0000000175305803
tri_v2_272,numeric_open,answer_colon,2,2,numeric,2.878012828055887e-10,5.930181856683703e-08,0.9999991655349731,4.181185602192272e-07,7.380230471198956e-08,2.736329385299996e-08,4.2713502068636444e-08,1.3975803625498884e-08,7.265810353374036e-08,8.677774054888232e-09,0.9999998824339351
tri_v2_295,numeric_open,answer_colon,9,9,numeric,1.3204072280004198e-09,2.2379998654287192e-07,1.8602551721258465e-09,9.45638500837731e-09,1.0903883351787158e-09,1.3758960193399616e-08,3.432083772736405e-08,7.411237675114535e-06,4.785054898093222e-06,0.9999868869781494,0.9999993688779428
