prompt_id,family,tail,label,task_type,prob_true,prob_false,prob_mass_tf
tri_v2_032,numeric_validity,true_or_false,False,binary,0.006071128416806459,0.0010550039587542415,0.007126132375560701
tri_v2_034,numeric_validity,answer_colon,False,binary,0.180101677775383,0.23125512897968292,0.4113568067550659
tri_v2_035,numeric_validity,true_or_false,False,binary,0.004897560924291611,0.0008510684128850698,0.0057486293371766806
tri_v2_036,numeric_validity,true_or_false,True,binary,0.0030640990007668734,0.0005324605153873563,0.0035965595161542296
tri_v2_037,numeric_validity,the_answer_is,True,binary,0.01379057951271534,0.007381565403193235,0.021172144915908575
tri_v2_038,numeric_validity,true_or_false,True,binary,0.004862810019403696,0.0008450296591036022,0.005707839678507298
tri_v2_039,numeric_validity,answer_colon,False,binary,0.09581869840621948,0.22985711693763733,0.3256758153438568
tri_v2_040,geometry_claim,true_or_false,True,binary,0.01139806304126978,0.0022444117348641157,0.013642474776133895
tri_v2_041,numeric_validity,true_or_false,False,binary,0.006099482532590628,0.0010599311208352447,0.007159413653425872
tri_v2_042,numeric_validity,answer_colon,False,binary,0.08902355283498764,0.18846285343170166,0.2774864062666893
tri_v2_043,numeric_validity,the_answer_is,True,binary,0.020491061732172966,0.007538240402936935,0.0280293021351099
tri_v2_045,numeric_validity,true_or_false,False,binary,0.006029770243912935,0.0010478169424459338,0.007077587186358869
tri_v2_047,numeric_validity,true_or_false,True,binary,0.004160115960985422,0.0006379744736477733,0.004798090434633195
tri_v2_048,numeric_validity,answer_colon,False,binary,0.004250884987413883,0.04033127427101135,0.044582159258425236
tri_v2_049,numeric_validity,true_or_false,True,binary,0.003966124728322029,0.0006892090896144509,0.00465533381793648
tri_v2_050,numeric_validity,true_or_false,False,binary,0.004796878434717655,0.0009445613250136375,0.005741439759731293
tri_v2_051,numeric_validity,answer_colon,True,binary,0.09438060969114304,0.023863153532147408,0.11824376322329044
tri_v2_052,numeric_validity,answer_colon,False,binary,0.180101677775383,0.23125512897968292,0.4113568067550659
tri_v2_054,numeric_validity,true_or_false,True,binary,0.008098004385828972,0.0014072222402319312,0.009505226626060903
tri_v2_055,numeric_validity,answer_colon,False,binary,0.09403824806213379,0.22558604180812836,0.31962428987026215
tri_v2_056,numeric_validity,the_answer_is,True,binary,0.003015143796801567,0.002348195994272828,0.005363339791074395
tri_v2_058,numeric_validity,the_answer_is,False,binary,0.0004170984902884811,0.012189405038952827,0.012606503529241309
tri_v2_059,geometry_claim,true_or_false,True,binary,0.01312393881380558,0.0020126213785260916,0.015136560192331672
tri_v2_060,geometry_claim,true_or_false,False,binary,0.013176517561078072,0.0022897354792803526,0.015466253040358424
tri_v2_061,numeric_validity,the_answer_is,False,binary,0.0017005468253046274,0.0067257932387292385,0.008426340064033866
tri_v2_062,numeric_validity,answer_colon,True,binary,0.07854009419679642,0.032740384340286255,0.11128047853708267
tri_v2_063,numeric_validity,the_answer_is,False,binary,0.0012529800878837705,0.0063631571829319,0.0076161372708156705
tri_v2_064,numeric_validity,the_answer_is,False,binary,0.0006049944786354899,0.004470337647944689,0.005075332126580179
tri_v2_065,numeric_validity,answer_colon,True,binary,0.09561058133840561,0.018826838582754135,0.11443741992115974
tri_v2_067,numeric_validity,true_or_false,False,binary,0.004623240791261196,0.0006256876513361931,0.005248928442597389
tri_v2_068,numeric_validity,answer_colon,True,binary,0.06467714160680771,0.0163529422134161,0.08103008382022381
tri_v2_069,numeric_validity,the_answer_is,True,binary,0.006787736900150776,0.0024970690719783306,0.009284805972129107
tri_v2_070,numeric_validity,true_or_false,False,binary,0.004611507523804903,0.0007071975851431489,0.005318705108948052
tri_v2_071,numeric_validity,answer_colon,False,binary,0.1890409290790558,0.21421143412590027,0.40325236320495605
tri_v2_072,geometry_claim,the_answer_is,True,binary,0.05423644930124283,0.029030678793787956,0.08326712809503078
tri_v2_073,numeric_validity,true_or_false,False,binary,0.006303207948803902,0.0009666282567195594,0.007269836205523461
tri_v2_074,numeric_validity,the_answer_is,True,binary,0.0056707728654146194,0.005004439502954483,0.010675212368369102
tri_v2_075,numeric_validity,true_or_false,True,binary,0.0043968623504042625,0.0009810725459828973,0.00537793489638716
tri_v2_076,numeric_validity,the_answer_is,True,binary,0.0045439074747264385,0.0013018512399867177,0.005845758714713156
tri_v2_077,numeric_validity,the_answer_is,True,binary,0.006172344088554382,0.0022706782910972834,0.008443022379651666
tri_v2_078,numeric_validity,answer_colon,True,binary,0.23242266476154327,0.05876564979553223,0.2911883145570755
tri_v2_079,numeric_validity,answer_colon,False,binary,0.09581869840621948,0.22985711693763733,0.3256758153438568
tri_v2_080,geometry_claim,the_answer_is,False,binary,0.08147576451301575,0.0436108335852623,0.12508659809827805
tri_v2_082,numeric_validity,the_answer_is,False,binary,0.0012551709078252316,0.007223009597510099,0.008478180505335331
tri_v2_083,numeric_validity,answer_colon,False,binary,0.1638786643743515,0.21042437851428986,0.37430304288864136
tri_v2_084,geometry_claim,true_or_false,False,binary,0.015023461543023586,0.002303922548890114,0.0173273840919137
tri_v2_085,numeric_validity,answer_colon,True,binary,0.23068052530288696,0.05832517147064209,0.28900569677352905
tri_v2_086,numeric_validity,true_or_false,False,binary,0.005606615915894508,0.000758772948756814,0.006365388864651322
tri_v2_087,numeric_validity,answer_colon,False,binary,0.09871629625558853,0.18442630767822266,0.2831426039338112
tri_v2_090,numeric_validity,answer_colon,True,binary,0.1888124942779541,0.022550435736775398,0.2113629300147295
tri_v2_091,numeric_validity,answer_colon,False,binary,0.30131861567497253,0.028026996180415154,0.3293456118553877
tri_v2_092,numeric_validity,answer_colon,True,binary,0.12327001243829727,0.05138658359646797,0.17465659603476524
tri_v2_093,numeric_validity,the_answer_is,False,binary,5.4428142902906984e-05,0.0023143435828387737,0.0023687717257416807
tri_v2_094,numeric_validity,true_or_false,True,binary,0.004051547031849623,0.0005483173299580812,0.004599864361807704
tri_v2_095,numeric_validity,true_or_false,True,binary,0.004263198934495449,0.0006537827430292964,0.0049169816775247455
tri_v2_096,geometry_claim,the_answer_is,False,binary,0.05385959520936012,0.02882895991206169,0.08268855512142181
tri_v2_097,geometry_claim,answer_colon,False,binary,0.14756862819194794,0.0329270102083683,0.18049563840031624
tri_v2_098,geometry_claim,the_answer_is,False,binary,0.0514812171459198,0.0312249343842268,0.0827061515301466
tri_v2_099,numeric_validity,true_or_false,True,binary,0.0054208943620324135,0.0010674374643713236,0.006488331826403737
tri_v2_100,numeric_validity,answer_colon,False,binary,0.17516538500785828,0.22491681575775146,0.40008220076560974
tri_v2_101,numeric_validity,answer_colon,True,binary,0.28438493609428406,0.02997395023703575,0.3143588863313198
tri_v2_102,numeric_validity,answer_colon,False,binary,0.14097128808498383,0.26336902379989624,0.40434031188488007
tri_v2_103,numeric_validity,true_or_false,True,binary,0.0035974776837974787,0.0006251478916965425,0.004222625575494021
tri_v2_105,numeric_validity,true_or_false,True,binary,0.006009897217154503,0.0011834190227091312,0.007193316239863634
tri_v2_106,numeric_validity,the_answer_is,True,binary,0.004561403300613165,0.0019014759454876184,0.006462879246100783
tri_v2_107,numeric_validity,the_answer_is,False,binary,0.00034619777579791844,0.011464495211839676,0.011810692987637594
tri_v2_108,numeric_validity,true_or_false,False,binary,0.006382008548825979,0.0007622222183272243,0.0071442307671532035
tri_v2_109,numeric_validity,the_answer_is,True,binary,0.011088527739048004,0.0046223863027989864,0.01571091404184699
tri_v2_110,numeric_validity,the_answer_is,True,binary,0.004792848601937294,0.0032940732780843973,0.008086921880021691
tri_v2_111,numeric_validity,true_or_false,True,binary,0.004319760482758284,0.0008506112499162555,0.005170371732674539
tri_v2_112,numeric_validity,true_or_false,False,binary,0.004984392784535885,0.000981485121883452,0.005965877906419337
tri_v2_113,numeric_validity,answer_colon,True,binary,0.02315349131822586,0.006633585784584284,0.029787077102810144
tri_v2_114,geometry_claim,true_or_false,False,binary,0.00999896414577961,0.0022310703061521053,0.012230034451931715
tri_v2_115,numeric_validity,answer_colon,False,binary,0.1394873410463333,0.2605966329574585,0.4000839740037918
tri_v2_116,numeric_validity,the_answer_is,False,binary,0.0006120587349869311,0.003991124220192432,0.0046031829551793635
tri_v2_117,numeric_validity,the_answer_is,False,binary,6.117005978012457e-05,0.002601016778498888,0.0026621868382790126
tri_v2_119,numeric_validity,the_answer_is,True,binary,0.01379057951271534,0.007381565403193235,0.021172144915908575
tri_v2_120,numeric_validity,answer_colon,False,binary,0.013985056430101395,0.08047845214605331,0.09446350857615471
tri_v2_121,numeric_validity,the_answer_is,False,binary,6.117005978012457e-05,0.002601016778498888,0.0026621868382790126
tri_v2_122,numeric_validity,true_or_false,False,binary,0.0073845586739480495,0.001283243764191866,0.008667802438139915
tri_v2_123,numeric_validity,the_answer_is,True,binary,0.003738393308594823,0.001558394287712872,0.005296787596307695
tri_v2_124,numeric_validity,true_or_false,False,binary,0.0043974146246910095,0.0008659022860229015,0.005263316910713911
tri_v2_125,numeric_validity,true_or_false,True,binary,0.00658005103468895,0.001295688794925809,0.007875739829614758
tri_v2_126,numeric_validity,the_answer_is,True,binary,0.014260729774832726,0.005944756790995598,0.020205486565828323
tri_v2_127,numeric_validity,answer_colon,False,binary,0.26782044768333435,0.03624555841088295,0.3040660060942173
tri_v2_128,numeric_validity,the_answer_is,False,binary,0.0013757909182459116,0.007917129434645176,0.009292920352891088
tri_v2_129,geometry_claim,answer_colon,True,binary,0.14243526756763458,0.021843157708644867,0.16427842527627945
tri_v2_130,numeric_validity,answer_colon,True,binary,0.10527089983224869,0.0497264489531517,0.1549973487854004
tri_v2_131,numeric_validity,answer_colon,False,binary,0.15600910782814026,0.2572155296802521,0.41322463750839233
tri_v2_132,numeric_validity,true_or_false,True,binary,0.004093159455806017,0.0004888582043349743,0.004582017660140991
tri_v2_133,numeric_validity,true_or_false,False,binary,0.005734115373343229,0.0007760281441733241,0.006510143517516553
tri_v2_134,numeric_validity,the_answer_is,True,binary,0.004466352518647909,0.001861852826550603,0.006328205345198512
tri_v2_135,numeric_validity,answer_colon,True,binary,0.0676766186952591,0.01711132749915123,0.08478794619441032
tri_v2_136,numeric_validity,true_or_false,True,binary,0.004145108163356781,0.0006356729427352548,0.004780781106092036
tri_v2_137,geometry_claim,the_answer_is,False,binary,0.052141617983579636,0.027909396216273308,0.08005101419985294
tri_v2_138,numeric_validity,the_answer_is,False,binary,0.007617694791406393,0.0031755275558680296,0.010793222347274423
tri_v2_139,geometry_claim,the_answer_is,True,binary,0.049441974610090256,0.02335473522543907,0.07279670983552933
tri_v2_140,numeric_validity,the_answer_is,False,binary,0.0018251886358484626,0.00926907267421484,0.011094261310063303
tri_v2_141,geometry_claim,true_or_false,False,binary,0.014168458059430122,0.0027899346314370632,0.016958392690867186
tri_v2_143,numeric_validity,answer_colon,True,binary,0.16349996626377106,0.015207866206765175,0.17870783247053623
tri_v2_144,numeric_validity,answer_colon,True,binary,0.15750016272068024,0.051132816821336746,0.20863297954201698
tri_v2_145,numeric_validity,the_answer_is,False,binary,4.794563938048668e-05,0.0029662917368113995,0.003014237376191886
tri_v2_146,numeric_validity,the_answer_is,True,binary,0.009785952977836132,0.004079391714185476,0.013865344692021608
tri_v2_147,geometry_claim,the_answer_is,True,binary,0.08694382756948471,0.041069358587265015,0.12801318615674973
tri_v2_148,numeric_validity,answer_colon,True,binary,0.12925715744495392,0.053882401436567307,0.18313955888152122
tri_v2_149,numeric_validity,the_answer_is,False,binary,0.0011897024232894182,0.007757833227515221,0.008947535650804639
tri_v2_150,numeric_validity,true_or_false,True,binary,0.003804984502494335,0.0006612071883864701,0.004466191690880805
tri_v2_151,numeric_validity,true_or_false,False,binary,0.004804046358913183,0.0005737615283578634,0.005377807887271047
tri_v2_152,numeric_validity,answer_colon,True,binary,0.16572199761867523,0.03697757422924042,0.20269957184791565
tri_v2_154,numeric_validity,the_answer_is,True,binary,0.01758231408894062,0.0064681717194616795,0.0240504858084023
tri_v2_156,numeric_validity,the_answer_is,True,binary,0.008311577141284943,0.007334941532462835,0.015646518673747778
tri_v2_157,geometry_claim,the_answer_is,True,binary,0.047979991883039474,0.029101336374878883,0.07708132825791836
tri_v2_158,numeric_validity,answer_colon,False,binary,0.11532367020845413,0.21545296907424927,0.3307766392827034
tri_v2_159,numeric_validity,true_or_false,False,binary,0.0053555406630039215,0.001054568449035287,0.006410109112039208
tri_v2_161,numeric_validity,the_answer_is,False,binary,0.0003815045638475567,0.01263369619846344,0.013015200762310997
tri_v2_162,numeric_validity,true_or_false,False,binary,0.006598765961825848,0.0010119534563273191,0.007610719418153167
tri_v2_163,numeric_validity,the_answer_is,True,binary,0.006787736900150776,0.0024970690719783306,0.009284805972129107
tri_v2_166,numeric_validity,the_answer_is,True,binary,0.018581224605441093,0.006835650652647018,0.025416875258088112
tri_v2_167,geometry_claim,answer_colon,False,binary,0.12402708828449249,0.019020171836018562,0.14304726012051105
tri_v2_168,numeric_validity,the_answer_is,False,binary,0.0035605549346655607,0.0031421787571161985,0.006702733691781759
tri_v2_169,geometry_claim,true_or_false,True,binary,0.014248012565076351,0.0028056001756340265,0.017053612740710378
tri_v2_170,numeric_validity,true_or_false,True,binary,0.004176226910203695,0.0006404451560229063,0.004816672066226602
tri_v2_172,numeric_validity,answer_colon,True,binary,0.23068052530288696,0.05832517147064209,0.28900569677352905
tri_v2_173,geometry_claim,true_or_false,True,binary,0.012390803545713425,0.0031328857876360416,0.015523689333349466
tri_v2_174,numeric_validity,the_answer_is,True,binary,0.013995546847581863,0.005834212061017752,0.019829758908599615
tri_v2_175,geometry_claim,answer_colon,True,binary,0.14013098180294037,0.01896466501057148,0.15909564681351185
tri_v2_176,numeric_validity,the_answer_is,False,binary,0.0012529800878837705,0.0063631571829319,0.0076161372708156705
tri_v2_177,geometry_claim,true_or_false,False,binary,0.012455933727324009,0.0024527187924832106,0.01490865251980722
tri_v2_179,numeric_validity,the_answer_is,False,binary,0.002901285421103239,0.013002659194171429,0.015903944615274668
tri_v2_180,numeric_validity,answer_colon,True,binary,0.26641207933425903,0.04629547521471977,0.3127075545489788
tri_v2_181,numeric_validity,true_or_false,False,binary,0.006099482532590628,0.0010599311208352447,0.007159413653425872
tri_v2_182,numeric_validity,true_or_false,False,binary,0.005893703084439039,0.0010241720592603087,0.006917875143699348
tri_v2_183,numeric_validity,true_or_false,False,binary,0.0052834441885352135,0.0006310174940153956,0.005914461682550609
tri_v2_184,numeric_validity,answer_colon,False,binary,0.15262626111507416,0.25163817405700684,0.404264435172081
tri_v2_186,numeric_validity,answer_colon,True,binary,0.0971299484372139,0.02455829828977585,0.12168824672698975
tri_v2_187,numeric_validity,the_answer_is,True,binary,0.009528439491987228,0.003972044680267572,0.0135004841722548
tri_v2_188,numeric_validity,answer_colon,True,binary,0.11698964238166809,0.055261995643377304,0.1722516380250454
tri_v2_189,geometry_claim,true_or_false,True,binary,0.01426730677485466,0.0021879624109715223,0.016455269185826182
tri_v2_191,numeric_validity,the_answer_is,False,binary,0.01767474040389061,0.00834895670413971,0.02602369710803032
tri_v2_192,geometry_claim,the_answer_is,False,binary,0.04238300397992134,0.013759749010205269,0.05614275299012661
tri_v2_193,numeric_validity,the_answer_is,True,binary,0.02264699526131153,0.008331364020705223,0.030978359282016754
tri_v2_194,numeric_validity,true_or_false,True,binary,0.0039137727580964565,0.0007706675096414983,0.004684440267737955
tri_v2_195,geometry_claim,true_or_false,False,binary,0.010090284049510956,0.001063508098013699,0.011153792147524655
tri_v2_196,numeric_validity,true_or_false,False,binary,0.0052834441885352135,0.0006310174940153956,0.005914461682550609
tri_v2_197,numeric_validity,the_answer_is,True,binary,0.005113709717988968,0.0045128329657018185,0.009626542683690786
tri_v2_198,numeric_validity,true_or_false,True,binary,0.008098004385828972,0.0014072222402319312,0.009505226626060903
tri_v2_199,numeric_validity,true_or_false,True,binary,0.004068634007126093,0.0004859290493186563,0.004554563056444749
tri_v2_200,numeric_validity,answer_colon,True,binary,0.18626730144023895,0.019632427021861076,0.20589972846210003
tri_v2_201,geometry_claim,answer_colon,False,binary,0.13990603387355804,0.04008375108242035,0.1799897849559784
tri_v2_202,numeric_validity,answer_colon,False,binary,0.0236982349306345,0.09372833371162415,0.11742656864225864
tri_v2_203,numeric_validity,true_or_false,True,binary,0.0037042791955173016,0.00044241303112357855,0.00414669222664088
tri_v2_204,numeric_validity,the_answer_is,False,binary,0.0009708013385534286,0.0071733067743480206,0.00814410811290145
tri_v2_205,numeric_validity,the_answer_is,True,binary,0.0032240613363683224,0.0028452242258936167,0.006069285562261939
tri_v2_207,numeric_validity,true_or_false,False,binary,0.004000692628324032,0.0005414349143393338,0.004542127542663366
tri_v2_208,numeric_validity,answer_colon,True,binary,0.10279620438814163,0.02599095180630684,0.12878715619444847
tri_v2_209,numeric_validity,true_or_false,False,binary,0.006071128416806459,0.0010550039587542415,0.007126132375560701
tri_v2_210,numeric_validity,true_or_false,True,binary,0.0034510279074311256,0.0006795476656407118,0.004130575573071837
tri_v2_211,numeric_validity,the_answer_is,False,binary,7.043816731311381e-05,0.0029951073229312897,0.0030655454902444035
tri_v2_212,numeric_validity,answer_colon,True,binary,0.12925715744495392,0.053882401436567307,0.18313955888152122
tri_v2_213,numeric_validity,the_answer_is,False,binary,8.555719250580296e-05,0.0028332651127129793,0.0029188223052187823
tri_v2_214,geometry_claim,answer_colon,False,binary,0.1596803218126297,0.045749180018901825,0.20542950183153152
tri_v2_215,numeric_validity,the_answer_is,True,binary,0.0191888976842165,0.007059201132506132,0.02624809881672263
tri_v2_216,numeric_validity,answer_colon,False,binary,0.1638786643743515,0.21042437851428986,0.37430304288864136
tri_v2_217,numeric_validity,answer_colon,True,binary,0.07783312350511551,0.025268714874982834,0.10310183838009834
tri_v2_218,numeric_validity,the_answer_is,True,binary,0.008857336826622486,0.0036922874860465527,0.012549624312669039
tri_v2_219,numeric_validity,answer_colon,False,binary,0.11915150284767151,0.19644762575626373,0.31559912860393524
tri_v2_221,numeric_validity,true_or_false,True,binary,0.004547961056232452,0.0007903171353973448,0.005338278191629797
tri_v2_222,numeric_validity,true_or_false,False,binary,0.006382008548825979,0.0007622222183272243,0.0071442307671532035
tri_v2_223,numeric_validity,the_answer_is,False,binary,0.0012297473149374127,0.006245172582566738,0.007474919897504151
tri_v2_224,numeric_validity,true_or_false,False,binary,0.007027831394225359,0.0010777527932077646,0.008105584187433124
tri_v2_225,numeric_validity,true_or_false,False,binary,0.005238852929323912,0.001031591440550983,0.006270444369874895
tri_v2_226,numeric_validity,answer_colon,False,binary,0.20311769843101501,0.20311769843101501,0.40623539686203003
tri_v2_227,numeric_validity,the_answer_is,False,binary,2.9976285077282228e-05,0.002381311496719718,0.002411287781797
tri_v2_228,numeric_validity,the_answer_is,True,binary,0.0039007903542369604,0.0014350205892696977,0.005335810943506658
tri_v2_229,numeric_validity,the_answer_is,False,binary,0.003140242537483573,0.014073589816689491,0.017213832354173064
tri_v2_230,numeric_validity,the_answer_is,False,binary,0.000991671928204596,0.006466513499617577,0.007458185427822173
tri_v2_231,numeric_validity,the_answer_is,True,binary,0.006053468678146601,0.0022269466426223516,0.008280415320768952
tri_v2_232,numeric_validity,true_or_false,False,binary,0.005414002109318972,0.0010660802945494652,0.006480082403868437
tri_v2_233,numeric_validity,answer_colon,True,binary,0.27348610758781433,0.04752475768327713,0.32101086527109146
tri_v2_234,numeric_validity,answer_colon,True,binary,0.14033104479312897,0.031312085688114166,0.17164313048124313
tri_v2_235,geometry_claim,answer_colon,True,binary,0.16869355738162994,0.04833151400089264,0.21702507138252258
tri_v2_236,numeric_validity,the_answer_is,False,binary,0.0027139063458889723,0.013782354071736336,0.016496260417625308
tri_v2_237,numeric_validity,answer_colon,True,binary,0.20996998250484467,0.0250773373991251,0.23504731990396976
tri_v2_238,numeric_validity,true_or_false,True,binary,0.003937719855457544,0.0007753830286674201,0.0047131028841249645
tri_v2_239,numeric_validity,true_or_false,False,binary,0.005893703084439039,0.0010241720592603087,0.006917875143699348
tri_v2_240,numeric_validity,the_answer_is,False,binary,0.0009484686888754368,0.005458060186356306,0.006406528875231743
tri_v2_241,numeric_validity,true_or_false,False,binary,0.005764917470514774,0.000607617839705199,0.006372535310219973
tri_v2_242,geometry_claim,answer_colon,True,binary,0.17659883201122284,0.044651180505752563,0.2212500125169754
tri_v2_243,numeric_validity,true_or_false,True,binary,0.0069055636413395405,0.0017460000235587358,0.008651563664898276
tri_v2_244,numeric_validity,the_answer_is,True,binary,0.009342550300061703,0.0026766853407025337,0.012019235640764236
tri_v2_245,numeric_validity,true_or_false,True,binary,0.006469284184277058,0.0014434923650696874,0.007912776549346745
tri_v2_246,numeric_validity,true_or_false,False,binary,0.006276822183281183,0.0010907481191679835,0.007367570302449167
tri_v2_247,numeric_validity,the_answer_is,True,binary,0.0031530214473605156,0.0016876908484846354,0.004840712295845151
tri_v2_248,numeric_validity,answer_colon,True,binary,0.07242386043071747,0.016159947961568832,0.0885838083922863
tri_v2_249,numeric_validity,answer_colon,False,binary,0.09939336776733398,0.025130579248070717,0.1245239470154047
tri_v2_250,numeric_validity,true_or_false,False,binary,0.006303207948803902,0.0009666282567195594,0.007269836205523461
tri_v2_252,geometry_claim,true_or_false,True,binary,0.010990075767040253,0.0010222364217042923,0.012012312188744545
tri_v2_253,numeric_validity,answer_colon,False,binary,0.2681863605976105,0.02494521625339985,0.2931315768510103
tri_v2_254,numeric_validity,answer_colon,False,binary,0.014022263698279858,0.09143663942813873,0.10545890312641859
tri_v2_255,numeric_validity,answer_colon,False,binary,0.016823237761855125,0.12430784851312637,0.1411310862749815
tri_v2_256,numeric_validity,true_or_false,True,binary,0.004291113466024399,0.0007456836756318808,0.0050367971416562796
tri_v2_257,numeric_validity,true_or_false,False,binary,0.004299357533454895,0.0006593278958462179,0.004958685429301113
tri_v2_258,numeric_validity,true_or_false,False,binary,0.004680823069065809,0.0006334804929792881,0.005314303562045097
tri_v2_259,geometry_claim,the_answer_is,False,binary,0.05027051642537117,0.030490607023239136,0.0807611234486103
tri_v2_260,numeric_validity,answer_colon,False,binary,0.14932864904403687,0.2462013214826584,0.39552997052669525
tri_v2_261,numeric_validity,answer_colon,True,binary,0.13631543517112732,0.05682472512125969,0.193140160292387
tri_v2_262,numeric_validity,true_or_false,False,binary,0.004792558494955301,0.0005723894573748112,0.0053649479523301125
tri_v2_263,numeric_validity,answer_colon,False,binary,0.11014260351657867,0.26421838998794556,0.37436099350452423
tri_v2_264,numeric_validity,answer_colon,True,binary,0.12327001243829727,0.05138658359646797,0.17465659603476524
tri_v2_265,numeric_validity,answer_colon,True,binary,0.07242386043071747,0.016159947961568832,0.0885838083922863
tri_v2_267,numeric_validity,true_or_false,True,binary,0.004389321431517601,0.0007627496379427612,0.005152071069460362
tri_v2_268,numeric_validity,true_or_false,True,binary,0.006664847955107689,0.0013123862445354462,0.007977234199643135
tri_v2_269,numeric_validity,answer_colon,False,binary,0.09657137095928192,0.2044415920972824,0.30101296305656433
tri_v2_270,numeric_validity,answer_colon,False,binary,0.011281061917543411,0.07356176525354385,0.08484282717108727
tri_v2_271,numeric_validity,true_or_false,True,binary,0.003937719855457544,0.0007753830286674201,0.0047131028841249645
tri_v2_273,numeric_validity,the_answer_is,True,binary,0.004657128360122442,0.0032007943373173475,0.00785792269743979
tri_v2_274,numeric_validity,answer_colon,False,binary,0.01498325914144516,0.09770312905311584,0.112686388194561
tri_v2_275,numeric_validity,answer_colon,False,binary,0.17145264148712158,0.22014954686164856,0.39160218834877014
tri_v2_276,numeric_validity,the_answer_is,True,binary,0.003354318207129836,0.002612345851957798,0.005966664059087634
tri_v2_277,numeric_validity,the_answer_is,False,binary,0.0023361467756330967,0.011863932944834232,0.014200079720467329
tri_v2_278,numeric_validity,answer_colon,False,binary,0.008279313333332539,0.06117631122469902,0.06945562455803156
tri_v2_279,numeric_validity,answer_colon,False,binary,0.08542441576719284,0.20492252707481384,0.2903469428420067
tri_v2_280,numeric_validity,answer_colon,False,binary,0.1795477569103241,0.20345425605773926,0.38300201296806335
tri_v2_281,numeric_validity,the_answer_is,True,binary,0.02263549529016018,0.0073486692272126675,0.029984164517372847
tri_v2_282,numeric_validity,the_answer_is,True,binary,0.0033838811796158552,0.0012448602356016636,0.004628741415217519
tri_v2_283,numeric_validity,answer_colon,True,binary,0.2836328446865082,0.055850617587566376,0.33948346227407455
tri_v2_284,numeric_validity,the_answer_is,True,binary,0.022741710767149925,0.008366208523511887,0.031107919290661812
tri_v2_285,numeric_validity,the_answer_is,False,binary,3.999957334599458e-05,0.0031775597017258406,0.003217559275071835
tri_v2_286,numeric_validity,true_or_false,False,binary,0.0062313261441886425,0.0009556047734804451,0.007186930917669088
