prompt_id,family,tail,label,label_token,task_type,prob_digit_0,prob_digit_1,prob_digit_2,prob_digit_3,prob_digit_4,prob_digit_5,prob_digit_6,prob_digit_7,prob_digit_8,prob_digit_9,prob_mass_digits
tri_v2_164,numeric_open,answer_colon,8,8,numeric,3.82623568384588e-07,4.093554707651492e-06,2.8717493023577845e-06,6.2970270846562926e-06,5.639109076582827e-06,6.358822702168254e-06,4.618828825186938e-06,4.314165380492341e-06,1.0730943813541671e-06,1.151262267740094e-06,3.680023729657478e-05
tri_v2_165,numeric_open,answer_colon,2,2,numeric,3.2976387842609256e-07,2.893586042773677e-06,1.2062261021128506e-06,2.893586042773677e-06,3.4631689231900964e-06,4.99966836287058e-06,4.623937456926797e-06,5.879554009879939e-06,1.0982814728777157e-06,7.548370035692642e-07,2.814260929540069e-05
tri_v2_171,numeric_open,answer_colon,7,7,numeric,5.660708666255232e-07,3.898732757079415e-06,4.558080036076717e-06,9.352573215437587e-06,8.924288522393908e-06,7.059692961774999e-06,6.038475476088934e-06,1.8560749595053494e-06,1.2856655757786939e-06,9.40613062994089e-07,4.4480267433755216e-05
tri_v2_178,numeric_open,answer_colon,7,7,numeric,1.6475094355428155e-07,4.3327872845111415e-06,7.859828201617347e-07,1.9759606857405743e-06,2.9662683118658606e-06,1.1841165360237937e-05,4.890549917035969e-06,1.58486764121335e-05,5.006525498174597e-06,3.1575762022839626e-06,5.097024343569956e-05
tri_v2_185,numeric_open,answer_colon,7,7,numeric,1.6475094355428155e-07,4.3327872845111415e-06,7.859828201617347e-07,1.9759606857405743e-06,2.9662683118658606e-06,1.1841165360237937e-05,4.890549917035969e-06,1.58486764121335e-05,5.006525498174597e-06,3.1575762022839626e-06,5.097024343569956e-05
tri_v2_190,numeric_open,answer_colon,9,9,numeric,1.1878579897484087e-07,2.3858767690398963e-06,6.223931450222153e-07,1.5404378927996731e-06,3.2105481295729987e-06,2.53975258601713e-06,1.3729772035731003e-05,1.1789659765781835e-05,3.933645530196372e-06,2.348886937397765e-06,4.221975859053373e-05
tri_v2_206,numeric_open,answer_colon,7,7,numeric,1.6475094355428155e-07,4.3327872845111415e-06,7.859828201617347e-07,1.9759606857405743e-06,2.9662683118658606e-06,1.1841165360237937e-05,4.890549917035969e-06,1.58486764121335e-05,5.006525498174597e-06,3.1575762022839626e-06,5.097024343569956e-05
tri_v2_220,numeric_open,answer_colon,9,9,numeric,1.0171724795782211e-07,3.938072950404603e-06,5.673331884281652e-07,1.0599179631753941e-06,1.239169705513632e-06,8.017519576242194e-06,3.5300658964843024e-06,1.3309326277521905e-05,4.2580722947604954e-06,3.4214572224300355e-06,3.944265232291855e-05
tri_v2_251,numeric_open,answer_colon,6,6,numeric,1.9331960743329546e-07,4.399933914100984e-06,1.3210998304202803e-06,2.731981339820777e-06,3.5911214126826962e-06,1.5593410353176296e-05,5.22505069966428e-06,1.4776164789509494e-05,3.852710960927652e-06,2.863091822291608e-06,5.454788473002736e-05
tri_v2_266,numeric_open,answer_colon,3,3,numeric,5.403501290857093e-07,3.5235252653365023e-06,2.9211050787125714e-06,6.531583949254127e-06,9.068206964002457e-06,7.488498340535443e-06,2.2396889107767493e-06,2.659696292539593e-06,6.620508088417409e-07,5.84257804803201e-07,3.6218963543888094e-05
tri_v2_272,numeric_open,answer_colon,2,2,numeric,5.108840355205757e-07,1.3998277609061915e-05,1.4328097677207552e-06,1.6491538872287492e-06,1.8112413044946152e-06,2.167771754102432e-06,2.534382019803161e-06,4.413364422362065e-06,3.7749505281681195e-06,4.679686298914021e-06,3.697252162737641e-05
tri_v2_295,numeric_open,answer_colon,9,9,numeric,1.1878579897484087e-07,2.3858767690398963e-06,6.223931450222153e-07,1.5404378927996731e-06,3.2105481295729987e-06,2.53975258601713e-06,1.3729772035731003e-05,1.1789659765781835e-05,3.933645530196372e-06,2.348886937397765e-06,4.221975859053373e-05
