run_id,qid,rank,layer,position,feature_idx,score,score_norm,sign
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-02,12,0,1,6421,1.33e-05,0.437677,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-02,13,0,23,2158,1.255e-05,0.413252,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-02,14,18,31,3066,1.239e-05,0.407857,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-02,15,0,1,6381,1.215e-05,0.399867,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-02,16,0,1,11167,1.203e-05,0.395901,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-02,17,0,1,8489,1.193e-05,0.392839,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-02,18,0,5,10815,1.192e-05,0.392356,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-02,19,0,1,10345,1.162e-05,0.382391,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-02,20,0,1,4855,1.161e-05,0.382298,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,1,0,2,16200,3.682e-05,1.0,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,2,0,34,6051,3.102e-05,0.842299,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,3,24,34,4640,2.86e-05,0.776669,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,4,1,31,14349,2.726e-05,0.740219,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,5,0,1,16229,2.592e-05,0.703753,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,6,1,1,11660,2.384e-05,0.647489,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,7,2,33,13635,2.237e-05,0.607514,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,8,16,34,9223,2.171e-05,0.589469,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,9,0,1,6083,2.135e-05,0.579848,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,10,21,34,2997,1.891e-05,0.513523,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,11,0,25,8922,1.827e-05,0.496134,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,12,0,1,6421,1.606e-05,0.436094,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,13,18,34,3066,1.588e-05,0.431123,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,14,8,23,6513,1.486e-05,0.403464,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,15,0,26,2158,1.481e-05,0.402252,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,16,0,1,6381,1.475e-05,0.400565,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,17,0,5,10815,1.456e-05,0.395371,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,18,0,1,11167,1.428e-05,0.387725,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,19,0,1,8489,1.417e-05,0.384798,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-03,20,0,30,16200,1.409e-05,0.382533,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,1,0,2,16200,3.361e-05,1.0,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,2,0,36,6051,2.666e-05,0.793421,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,3,1,33,14349,2.444e-05,0.727136,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,4,0,1,16229,2.318e-05,0.689606,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,5,24,36,4640,2.224e-05,0.661771,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,6,1,1,11660,2.131e-05,0.634228,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,7,16,36,9223,1.931e-05,0.574485,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,8,2,35,13635,1.882e-05,0.560096,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,9,0,1,6083,1.849e-05,0.550078,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,10,8,25,6513,1.728e-05,0.514194,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,11,21,36,2997,1.709e-05,0.508453,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,12,0,27,8922,1.66e-05,0.493861,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,13,0,28,2158,1.426e-05,0.424337,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,14,0,1,6421,1.408e-05,0.419049,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,15,20,36,9550,1.378e-05,0.409957,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,16,18,36,3066,1.375e-05,0.409043,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,17,0,1,6381,1.307e-05,0.388793,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,18,0,32,16200,1.299e-05,0.38656,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,19,0,1,11167,1.299e-05,0.386479,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-04,20,0,1,8489,1.277e-05,0.379923,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,1,0,2,16200,2.964e-05,1.0,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,2,0,33,6051,2.457e-05,0.828985,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,3,1,30,14349,2.215e-05,0.747359,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,4,0,1,16229,2.128e-05,0.71793,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,5,24,33,4640,2.018e-05,0.681046,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,6,1,1,11660,1.936e-05,0.653111,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,7,16,33,9223,1.774e-05,0.598572,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,8,2,32,13635,1.772e-05,0.597808,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,9,0,1,6083,1.664e-05,0.56158,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,10,21,33,2997,1.63e-05,0.550025,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,11,0,24,8922,1.467e-05,0.495082,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,12,18,33,3066,1.361e-05,0.459344,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,13,19,33,14265,1.31e-05,0.442143,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,14,0,1,6421,1.282e-05,0.432609,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,15,20,33,9550,1.245e-05,0.419949,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,16,0,25,2158,1.236e-05,0.417061,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,17,0,1,10345,1.18e-05,0.39804,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,18,0,1,6381,1.179e-05,0.397671,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,19,0,1,11167,1.167e-05,0.393897,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-05,20,0,1,4855,1.154e-05,0.389478,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,1,0,2,16200,3.427e-05,1.0,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,2,0,36,6051,3.065e-05,0.894273,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,3,1,33,14349,2.937e-05,0.857066,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,4,24,36,4640,2.844e-05,0.829992,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,5,0,1,16229,2.566e-05,0.748753,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,6,16,36,9223,2.497e-05,0.728523,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,7,1,1,11660,2.286e-05,0.667207,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,8,2,35,13635,2.233e-05,0.651506,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,9,0,1,6083,2.109e-05,0.615376,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,10,21,36,2997,1.974e-05,0.576072,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,11,0,27,8922,1.865e-05,0.544172,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,12,0,5,10815,1.608e-05,0.469242,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,13,18,36,3066,1.601e-05,0.467139,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,14,0,1,6421,1.566e-05,0.456919,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,15,19,36,14265,1.499e-05,0.437465,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,16,8,25,6513,1.496e-05,0.436693,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,17,18,36,12875,1.473e-05,0.429802,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,18,0,32,16200,1.445e-05,0.421602,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,19,0,1,11167,1.427e-05,0.41642,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-06,20,0,1,10345,1.417e-05,0.413507,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,1,0,2,16200,2.621e-05,1.0,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,2,0,35,6051,2.154e-05,0.82152,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,3,1,32,14349,1.989e-05,0.758771,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,4,0,1,16229,1.824e-05,0.695791,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,5,24,35,4640,1.662e-05,0.634,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,6,1,1,11660,1.656e-05,0.631861,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,7,16,35,9223,1.595e-05,0.608261,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,8,0,1,6083,1.475e-05,0.562783,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,9,0,26,8922,1.454e-05,0.55484,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,10,2,34,13635,1.422e-05,0.542277,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,11,21,35,2997,1.358e-05,0.518138,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,12,8,24,6513,1.235e-05,0.471072,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,13,18,35,3066,1.132e-05,0.431962,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,14,0,1,6421,1.122e-05,0.427898,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,15,0,1,4855,1.059e-05,0.404092,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,16,0,27,2158,1.059e-05,0.403995,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,17,0,1,6381,1.038e-05,0.396048,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,18,0,1,11167,1.037e-05,0.395469,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,19,20,35,9550,1.028e-05,0.392216,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-07,20,0,1,8489,1.027e-05,0.391932,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,1,0,2,16200,4.413e-05,1.0,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,2,24,34,4640,3.704e-05,0.839347,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,3,0,34,6051,3.62e-05,0.82024,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,4,1,31,14349,3.371e-05,0.763782,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,5,0,1,16229,3.015e-05,0.683116,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,6,1,1,11660,2.753e-05,0.623846,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,7,2,33,13635,2.747e-05,0.622515,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,8,0,25,8922,2.416e-05,0.547583,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,9,0,1,6083,2.315e-05,0.524676,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,10,21,34,2997,2.299e-05,0.520994,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,11,16,34,9223,2.29e-05,0.518954,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,12,0,26,2158,2.003e-05,0.453818,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,13,18,34,3066,1.931e-05,0.437491,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,14,20,34,9550,1.867e-05,0.42302,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,15,0,1,6421,1.825e-05,0.413473,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,16,0,30,16200,1.824e-05,0.413234,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,17,0,1,11167,1.688e-05,0.382609,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,18,0,1,6381,1.652e-05,0.374311,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,19,0,1,10345,1.621e-05,0.367313,pos
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,TI-08,20,0,1,8489,1.615e-05,0.36589,pos
