run_id,layer,position,feature_idx,frequency,question_ids
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,2,30,13635,2,"TI-01,TI-02"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,21,31,2997,2,"TI-01,TI-02"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,22,8922,2,"TI-01,TI-02"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,18,31,3066,2,"TI-01,TI-02"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,23,2158,2,"TI-01,TI-02"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,34,6051,2,"TI-03,TI-08"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,24,34,4640,2,"TI-03,TI-08"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,1,31,14349,2,"TI-03,TI-08"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,2,33,13635,2,"TI-03,TI-08"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,16,34,9223,2,"TI-03,TI-08"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,21,34,2997,2,"TI-03,TI-08"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,25,8922,2,"TI-03,TI-08"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,18,34,3066,2,"TI-03,TI-08"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,26,2158,2,"TI-03,TI-08"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,30,16200,2,"TI-03,TI-08"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,36,6051,2,"TI-04,TI-06"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,1,33,14349,2,"TI-04,TI-06"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,24,36,4640,2,"TI-04,TI-06"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,16,36,9223,2,"TI-04,TI-06"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,2,35,13635,2,"TI-04,TI-06"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,8,25,6513,2,"TI-04,TI-06"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,21,36,2997,2,"TI-04,TI-06"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,27,8922,2,"TI-04,TI-06"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,18,36,3066,2,"TI-04,TI-06"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,32,16200,2,"TI-04,TI-06"
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,8,23,6513,1,TI-03
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,28,2158,1,TI-04
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,20,36,9550,1,TI-04
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,33,6051,1,TI-05
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,1,30,14349,1,TI-05
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,24,33,4640,1,TI-05
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,16,33,9223,1,TI-05
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,2,32,13635,1,TI-05
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,21,33,2997,1,TI-05
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,24,8922,1,TI-05
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,18,33,3066,1,TI-05
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,19,33,14265,1,TI-05
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,20,33,9550,1,TI-05
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,25,2158,1,TI-05
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,19,36,14265,1,TI-06
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,18,36,12875,1,TI-06
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,35,6051,1,TI-07
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,1,32,14349,1,TI-07
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,24,35,4640,1,TI-07
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,16,35,9223,1,TI-07
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,26,8922,1,TI-07
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,2,34,13635,1,TI-07
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,21,35,2997,1,TI-07
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,8,24,6513,1,TI-07
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,18,35,3066,1,TI-07
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,0,27,2158,1,TI-07
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,20,35,9550,1,TI-07
gemma2-2b_Phase_1_pilot_question_bank_90af04a08f99,20,34,9550,1,TI-08
