prompt_id,family,tail,label,jaccard,n_base,n_lora,n_shared
tri_v2_035,numeric_validity,true_or_false,false,0.52,19,19,13
tri_v2_036,numeric_validity,true_or_false,true,0.39285714285714285,20,19,11
tri_v2_037,numeric_validity,the_answer_is,true,0.39285714285714285,20,19,11
tri_v2_038,numeric_validity,true_or_false,true,0.4230769230769231,19,18,11
tri_v2_039,numeric_validity,answer_colon,false,0.42857142857142855,20,20,12
tri_v2_040,geometry_claim,true_or_false,true,0.39285714285714285,20,19,11
tri_v2_041,numeric_validity,true_or_false,false,0.48,19,18,12
tri_v2_042,numeric_validity,answer_colon,false,0.48148148148148145,20,20,13
tri_v2_043,numeric_validity,the_answer_is,true,0.3333333333333333,20,20,10
tri_v2_044,numeric_open,answer_colon,true,0.08333333333333333,19,20,3
tri_v2_045,numeric_validity,true_or_false,false,0.5416666666666666,19,18,13
tri_v2_046,numeric_open,answer_colon,true,0.11764705882352941,19,19,4
tri_v2_047,numeric_validity,true_or_false,true,0.39285714285714285,20,19,11
tri_v2_048,numeric_validity,answer_colon,false,0.3333333333333333,20,20,10
tri_v2_049,numeric_validity,true_or_false,true,0.3,20,19,9
tri_v2_050,numeric_validity,true_or_false,false,0.48,19,18,12
tri_v2_051,numeric_validity,answer_colon,true,0.2903225806451613,20,20,9
tri_v2_052,numeric_validity,answer_colon,false,0.5384615384615384,20,20,14
tri_v2_053,numeric_open,answer_colon,true,0.05405405405405406,19,20,2
tri_v2_054,numeric_validity,true_or_false,true,0.32142857142857145,19,18,9
tri_v2_055,numeric_validity,answer_colon,false,0.42857142857142855,20,20,12
tri_v2_056,numeric_validity,the_answer_is,true,0.21212121212121213,20,20,7
tri_v2_057,numeric_open,answer_colon,true,0.05405405405405406,19,20,2
tri_v2_058,numeric_validity,the_answer_is,false,0.3333333333333333,20,20,10
tri_v2_059,geometry_claim,true_or_false,true,0.4074074074074074,19,19,11
tri_v2_060,geometry_claim,true_or_false,false,0.4230769230769231,19,18,11
tri_v2_061,numeric_validity,the_answer_is,false,0.2903225806451613,20,20,9
tri_v2_062,numeric_validity,answer_colon,true,0.42857142857142855,20,20,12
tri_v2_063,numeric_validity,the_answer_is,false,0.18181818181818182,19,20,6
tri_v2_064,numeric_validity,the_answer_is,false,0.2903225806451613,20,20,9
tri_v2_065,numeric_validity,answer_colon,true,0.25,20,20,8
tri_v2_066,numeric_open,answer_colon,true,0.05405405405405406,19,20,2
tri_v2_067,numeric_validity,true_or_false,false,0.42857142857142855,20,20,12
tri_v2_068,numeric_validity,answer_colon,true,0.21212121212121213,20,20,7
tri_v2_069,numeric_validity,the_answer_is,true,0.25,20,20,8
tri_v2_070,numeric_validity,true_or_false,false,0.42857142857142855,20,20,12
tri_v2_071,numeric_validity,answer_colon,false,0.48148148148148145,20,20,13
tri_v2_072,geometry_claim,the_answer_is,true,0.3333333333333333,20,20,10
tri_v2_073,numeric_validity,true_or_false,false,0.5416666666666666,19,18,13
tri_v2_074,numeric_validity,the_answer_is,true,0.3333333333333333,20,20,10
tri_v2_075,numeric_validity,true_or_false,true,0.5,20,19,13
tri_v2_076,numeric_validity,the_answer_is,true,0.2903225806451613,20,20,9
tri_v2_077,numeric_validity,the_answer_is,true,0.25,20,20,8
tri_v2_078,numeric_validity,answer_colon,true,0.42857142857142855,20,20,12
tri_v2_079,numeric_validity,answer_colon,false,0.42857142857142855,20,20,12
tri_v2_080,geometry_claim,the_answer_is,false,0.39285714285714285,19,20,11
tri_v2_081,numeric_open,answer_colon,true,0.08333333333333333,19,20,3
tri_v2_082,numeric_validity,the_answer_is,false,0.25806451612903225,19,20,8
tri_v2_083,numeric_validity,answer_colon,false,0.5384615384615384,20,20,14
tri_v2_084,geometry_claim,true_or_false,false,0.3333333333333333,19,17,9
tri_v2_085,numeric_validity,answer_colon,true,0.48148148148148145,20,20,13
tri_v2_086,numeric_validity,true_or_false,false,0.48,19,18,12
tri_v2_087,numeric_validity,answer_colon,false,0.48148148148148145,20,20,13
tri_v2_088,numeric_open,answer_colon,true,0.11428571428571428,19,20,4
tri_v2_089,numeric_open,answer_colon,true,0.05405405405405406,19,20,2
tri_v2_090,numeric_validity,answer_colon,true,0.3333333333333333,20,20,10
tri_v2_091,numeric_validity,answer_colon,false,0.48148148148148145,20,20,13
tri_v2_092,numeric_validity,answer_colon,true,0.48148148148148145,20,20,13
tri_v2_093,numeric_validity,the_answer_is,false,0.6086956521739131,18,19,14
tri_v2_094,numeric_validity,true_or_false,true,0.3793103448275862,20,20,11
tri_v2_095,numeric_validity,true_or_false,true,0.4074074074074074,19,19,11
tri_v2_096,geometry_claim,the_answer_is,false,0.3793103448275862,20,20,11
tri_v2_097,geometry_claim,answer_colon,false,0.25806451612903225,19,20,8
tri_v2_098,geometry_claim,the_answer_is,false,0.3333333333333333,20,20,10
tri_v2_099,numeric_validity,true_or_false,true,0.44,19,17,11
tri_v2_100,numeric_validity,answer_colon,false,0.48148148148148145,20,20,13
tri_v2_101,numeric_validity,answer_colon,true,0.5384615384615384,20,20,14
tri_v2_102,numeric_validity,answer_colon,false,0.42857142857142855,20,20,12
tri_v2_103,numeric_validity,true_or_false,true,0.3448275862068966,20,19,10
tri_v2_104,numeric_open,answer_colon,true,0.08333333333333333,19,20,3
tri_v2_105,numeric_validity,true_or_false,true,0.38461538461538464,19,17,10
tri_v2_106,numeric_validity,the_answer_is,true,0.2903225806451613,20,20,9
tri_v2_107,numeric_validity,the_answer_is,false,0.3793103448275862,20,20,11
tri_v2_108,numeric_validity,true_or_false,false,0.48,19,18,12
tri_v2_109,numeric_validity,the_answer_is,true,0.14285714285714285,20,20,5
tri_v2_110,numeric_validity,the_answer_is,true,0.21212121212121213,20,20,7
tri_v2_111,numeric_validity,true_or_false,true,0.4230769230769231,19,18,11
tri_v2_112,numeric_validity,true_or_false,false,0.46153846153846156,19,19,12
tri_v2_113,numeric_validity,answer_colon,true,0.14285714285714285,20,20,5
tri_v2_114,geometry_claim,true_or_false,false,0.37037037037037035,20,17,10
tri_v2_115,numeric_validity,answer_colon,false,0.42857142857142855,20,20,12
tri_v2_116,numeric_validity,the_answer_is,false,0.25806451612903225,19,20,8
tri_v2_117,numeric_validity,the_answer_is,false,0.52,18,20,13
tri_v2_118,numeric_open,answer_colon,true,0.08333333333333333,19,20,3
tri_v2_119,numeric_validity,the_answer_is,true,0.39285714285714285,20,19,11
tri_v2_120,numeric_validity,answer_colon,false,0.3793103448275862,20,20,11
tri_v2_121,numeric_validity,the_answer_is,false,0.52,18,20,13
tri_v2_122,numeric_validity,true_or_false,false,0.5416666666666666,19,18,13
tri_v2_123,numeric_validity,the_answer_is,true,0.3333333333333333,20,20,10
tri_v2_124,numeric_validity,true_or_false,false,0.48,19,18,12
tri_v2_125,numeric_validity,true_or_false,true,0.44,19,17,11
tri_v2_126,numeric_validity,the_answer_is,true,0.17647058823529413,20,20,6
tri_v2_127,numeric_validity,answer_colon,false,0.48148148148148145,20,20,13
tri_v2_128,numeric_validity,the_answer_is,false,0.21875,19,20,7
tri_v2_129,geometry_claim,answer_colon,true,0.3448275862068966,19,20,10
tri_v2_130,numeric_validity,answer_colon,true,0.42857142857142855,20,20,12
tri_v2_131,numeric_validity,answer_colon,false,0.3793103448275862,20,20,11
tri_v2_132,numeric_validity,true_or_false,true,0.3793103448275862,20,20,11
tri_v2_133,numeric_validity,true_or_false,false,0.48,19,18,12
tri_v2_134,numeric_validity,the_answer_is,true,0.25,20,20,8
tri_v2_135,numeric_validity,answer_colon,true,0.3333333333333333,20,20,10
tri_v2_136,numeric_validity,true_or_false,true,0.39285714285714285,20,19,11
tri_v2_137,geometry_claim,the_answer_is,false,0.3333333333333333,20,20,10
tri_v2_138,numeric_validity,the_answer_is,false,0.25,20,20,8
tri_v2_139,geometry_claim,the_answer_is,true,0.2903225806451613,20,20,9
tri_v2_140,numeric_validity,the_answer_is,false,0.25806451612903225,19,20,8
tri_v2_141,geometry_claim,true_or_false,false,0.46153846153846156,19,19,12
tri_v2_142,numeric_open,answer_colon,true,0.11428571428571428,19,20,4
tri_v2_143,numeric_validity,answer_colon,true,0.3793103448275862,20,20,11
tri_v2_144,numeric_validity,answer_colon,true,0.3333333333333333,20,20,10
tri_v2_145,numeric_validity,the_answer_is,false,0.6,20,20,15
tri_v2_146,numeric_validity,the_answer_is,true,0.25,20,20,8
tri_v2_147,geometry_claim,the_answer_is,true,0.39285714285714285,19,20,11
tri_v2_148,numeric_validity,answer_colon,true,0.3793103448275862,20,20,11
tri_v2_149,numeric_validity,the_answer_is,false,0.2903225806451613,20,20,9
tri_v2_150,numeric_validity,true_or_false,true,0.3793103448275862,20,20,11
tri_v2_151,numeric_validity,true_or_false,false,0.48148148148148145,20,20,13
tri_v2_152,numeric_validity,answer_colon,true,0.2903225806451613,20,20,9
tri_v2_153,numeric_open,answer_colon,true,0.08108108108108109,20,20,3
tri_v2_154,numeric_validity,the_answer_is,true,0.3333333333333333,20,20,10
tri_v2_155,numeric_open,answer_colon,true,0.08333333333333333,19,20,3
tri_v2_156,numeric_validity,the_answer_is,true,0.2903225806451613,20,20,9
tri_v2_157,geometry_claim,the_answer_is,true,0.3793103448275862,20,20,11
tri_v2_158,numeric_validity,answer_colon,false,0.42857142857142855,20,20,12
tri_v2_159,numeric_validity,true_or_false,false,0.52,19,19,13
tri_v2_160,numeric_open,answer_colon,true,0.08333333333333333,19,20,3
tri_v2_161,numeric_validity,the_answer_is,false,0.3333333333333333,20,20,10
tri_v2_162,numeric_validity,true_or_false,false,0.52,19,19,13
tri_v2_163,numeric_validity,the_answer_is,true,0.25,20,20,8
tri_v2_164,numeric_open,answer_colon,true,0.02631578947368421,19,20,1
tri_v2_165,numeric_open,answer_colon,true,0.15151515151515152,19,19,5
tri_v2_166,numeric_validity,the_answer_is,true,0.21212121212121213,20,20,7
tri_v2_167,geometry_claim,answer_colon,false,0.3448275862068966,19,20,10
tri_v2_168,numeric_validity,the_answer_is,false,0.2903225806451613,20,20,9
tri_v2_169,geometry_claim,true_or_false,true,0.35714285714285715,19,19,10
tri_v2_170,numeric_validity,true_or_false,true,0.35714285714285715,19,19,10
tri_v2_171,numeric_open,answer_colon,true,0.08108108108108109,20,20,3
tri_v2_172,numeric_validity,answer_colon,true,0.48148148148148145,20,20,13
tri_v2_173,geometry_claim,true_or_false,true,0.46153846153846156,19,19,12
tri_v2_174,numeric_validity,the_answer_is,true,0.17647058823529413,20,20,6
tri_v2_175,geometry_claim,answer_colon,true,0.4444444444444444,19,20,12
tri_v2_176,numeric_validity,the_answer_is,false,0.18181818181818182,19,20,6
tri_v2_177,geometry_claim,true_or_false,false,0.48,19,18,12
tri_v2_178,numeric_open,answer_colon,true,0.05405405405405406,19,20,2
tri_v2_179,numeric_validity,the_answer_is,false,0.25806451612903225,19,20,8
tri_v2_180,numeric_validity,answer_colon,true,0.3448275862068966,19,20,10
tri_v2_181,numeric_validity,true_or_false,false,0.48,19,18,12
tri_v2_182,numeric_validity,true_or_false,false,0.5416666666666666,19,18,13
tri_v2_183,numeric_validity,true_or_false,false,0.42857142857142855,20,20,12
tri_v2_184,numeric_validity,answer_colon,false,0.42857142857142855,20,20,12
tri_v2_185,numeric_open,answer_colon,true,0.05405405405405406,19,20,2
tri_v2_186,numeric_validity,answer_colon,true,0.2903225806451613,20,20,9
tri_v2_187,numeric_validity,the_answer_is,true,0.3333333333333333,20,20,10
tri_v2_188,numeric_validity,answer_colon,true,0.42857142857142855,20,20,12
tri_v2_189,geometry_claim,true_or_false,true,0.48,19,18,12
tri_v2_190,numeric_open,answer_colon,true,0.08333333333333333,19,20,3
tri_v2_191,numeric_validity,the_answer_is,false,0.3793103448275862,20,20,11
tri_v2_192,geometry_claim,the_answer_is,false,0.25,20,20,8
tri_v2_193,numeric_validity,the_answer_is,true,0.3333333333333333,20,20,10
tri_v2_194,numeric_validity,true_or_false,true,0.48,19,18,12
tri_v2_195,geometry_claim,true_or_false,false,0.46153846153846156,19,19,12
tri_v2_196,numeric_validity,true_or_false,false,0.42857142857142855,20,20,12
tri_v2_197,numeric_validity,the_answer_is,true,0.25,20,20,8
tri_v2_198,numeric_validity,true_or_false,true,0.32142857142857145,19,18,9
tri_v2_199,numeric_validity,true_or_false,true,0.3793103448275862,20,20,11
tri_v2_200,numeric_validity,answer_colon,true,0.3333333333333333,20,20,10
tri_v2_201,geometry_claim,answer_colon,false,0.3448275862068966,19,20,10
tri_v2_202,numeric_validity,answer_colon,false,0.3793103448275862,20,20,11
tri_v2_203,numeric_validity,true_or_false,true,0.42857142857142855,20,20,12
tri_v2_204,numeric_validity,the_answer_is,false,0.2903225806451613,20,20,9
tri_v2_205,numeric_validity,the_answer_is,true,0.21212121212121213,20,20,7
tri_v2_206,numeric_open,answer_colon,true,0.05405405405405406,19,20,2
tri_v2_207,numeric_validity,true_or_false,false,0.4444444444444444,20,19,12
tri_v2_208,numeric_validity,answer_colon,true,0.2903225806451613,20,20,9
tri_v2_209,numeric_validity,true_or_false,false,0.5416666666666666,19,18,13
tri_v2_210,numeric_validity,true_or_false,true,0.4230769230769231,19,18,11
tri_v2_211,numeric_validity,the_answer_is,false,0.5416666666666666,18,19,13
tri_v2_212,numeric_validity,answer_colon,true,0.3793103448275862,20,20,11
tri_v2_213,numeric_validity,the_answer_is,false,0.52,18,20,13
tri_v2_214,geometry_claim,answer_colon,false,0.3448275862068966,19,20,10
tri_v2_215,numeric_validity,the_answer_is,true,0.3333333333333333,20,20,10
tri_v2_216,numeric_validity,answer_colon,false,0.5384615384615384,20,20,14
tri_v2_217,numeric_validity,answer_colon,true,0.2903225806451613,20,20,9
tri_v2_218,numeric_validity,the_answer_is,true,0.14285714285714285,20,20,5
tri_v2_219,numeric_validity,answer_colon,false,0.48148148148148145,20,20,13
tri_v2_220,numeric_open,answer_colon,true,0.05405405405405406,19,20,2
tri_v2_221,numeric_validity,true_or_false,true,0.4230769230769231,19,18,11
tri_v2_222,numeric_validity,true_or_false,false,0.48,19,18,12
tri_v2_223,numeric_validity,the_answer_is,false,0.25806451612903225,19,20,8
tri_v2_224,numeric_validity,true_or_false,false,0.48,19,18,12
tri_v2_225,numeric_validity,true_or_false,false,0.48,19,18,12
tri_v2_226,numeric_validity,answer_colon,false,0.5384615384615384,20,20,14
tri_v2_227,numeric_validity,the_answer_is,false,0.6,20,20,15
tri_v2_228,numeric_validity,the_answer_is,true,0.3333333333333333,20,20,10
tri_v2_229,numeric_validity,the_answer_is,false,0.25806451612903225,19,20,8
tri_v2_230,numeric_validity,the_answer_is,false,0.2903225806451613,20,20,9
tri_v2_231,numeric_validity,the_answer_is,true,0.21212121212121213,20,20,7
tri_v2_232,numeric_validity,true_or_false,false,0.35714285714285715,19,19,10
tri_v2_233,numeric_validity,answer_colon,true,0.4444444444444444,19,20,12
tri_v2_234,numeric_validity,answer_colon,true,0.25,20,20,8
tri_v2_235,geometry_claim,answer_colon,true,0.25806451612903225,19,20,8
tri_v2_236,numeric_validity,the_answer_is,false,0.25806451612903225,19,20,8
tri_v2_237,numeric_validity,answer_colon,true,0.3333333333333333,20,20,10
tri_v2_238,numeric_validity,true_or_false,true,0.48,19,18,12
tri_v2_239,numeric_validity,true_or_false,false,0.5416666666666666,19,18,13
tri_v2_240,numeric_validity,the_answer_is,false,0.21875,19,20,7
tri_v2_241,numeric_validity,true_or_false,false,0.42857142857142855,20,20,12
tri_v2_242,geometry_claim,answer_colon,true,0.3448275862068966,19,20,10
tri_v2_243,numeric_validity,true_or_false,true,0.35714285714285715,19,19,10
tri_v2_244,numeric_validity,the_answer_is,true,0.14285714285714285,20,20,5
tri_v2_245,numeric_validity,true_or_false,true,0.5,19,17,12
tri_v2_246,numeric_validity,true_or_false,false,0.48,19,18,12
tri_v2_247,numeric_validity,the_answer_is,true,0.21212121212121213,20,20,7
tri_v2_248,numeric_validity,answer_colon,true,0.25,20,20,8
tri_v2_249,numeric_validity,answer_colon,false,0.2903225806451613,20,20,9
tri_v2_250,numeric_validity,true_or_false,false,0.5416666666666666,19,18,13
tri_v2_251,numeric_open,answer_colon,true,0.05405405405405406,19,20,2
tri_v2_252,geometry_claim,true_or_false,true,0.42857142857142855,20,20,12
tri_v2_253,numeric_validity,answer_colon,false,0.48148148148148145,20,20,13
tri_v2_254,numeric_validity,answer_colon,false,0.3793103448275862,20,20,11
tri_v2_255,numeric_validity,answer_colon,false,0.42857142857142855,20,20,12
tri_v2_256,numeric_validity,true_or_false,true,0.48,19,18,12
tri_v2_257,numeric_validity,true_or_false,false,0.39285714285714285,20,19,11
tri_v2_258,numeric_validity,true_or_false,false,0.3793103448275862,20,20,11
tri_v2_259,geometry_claim,the_answer_is,false,0.3333333333333333,20,20,10
tri_v2_260,numeric_validity,answer_colon,false,0.42857142857142855,20,20,12
tri_v2_261,numeric_validity,answer_colon,true,0.42857142857142855,20,20,12
tri_v2_262,numeric_validity,true_or_false,false,0.3793103448275862,20,20,11
tri_v2_263,numeric_validity,answer_colon,false,0.3793103448275862,20,20,11
tri_v2_264,numeric_validity,answer_colon,true,0.48148148148148145,20,20,13
tri_v2_265,numeric_validity,answer_colon,true,0.25,20,20,8
tri_v2_266,numeric_open,answer_colon,true,0.18181818181818182,19,20,6
tri_v2_267,numeric_validity,true_or_false,true,0.4444444444444444,20,19,12
tri_v2_268,numeric_validity,true_or_false,true,0.44,19,17,11
tri_v2_269,numeric_validity,answer_colon,false,0.48148148148148145,20,20,13
tri_v2_270,numeric_validity,answer_colon,false,0.3333333333333333,20,20,10
tri_v2_271,numeric_validity,true_or_false,true,0.48,19,18,12
tri_v2_272,numeric_open,answer_colon,true,0.15151515151515152,19,19,5
tri_v2_273,numeric_validity,the_answer_is,true,0.2903225806451613,20,20,9
tri_v2_274,numeric_validity,answer_colon,false,0.3793103448275862,20,20,11
tri_v2_275,numeric_validity,answer_colon,false,0.5384615384615384,20,20,14
tri_v2_276,numeric_validity,the_answer_is,true,0.2903225806451613,20,20,9
tri_v2_277,numeric_validity,the_answer_is,false,0.25806451612903225,19,20,8
tri_v2_278,numeric_validity,answer_colon,false,0.3793103448275862,20,20,11
tri_v2_279,numeric_validity,answer_colon,false,0.48148148148148145,20,20,13
tri_v2_280,numeric_validity,answer_colon,false,0.5384615384615384,20,20,14
tri_v2_281,numeric_validity,the_answer_is,true,0.3,19,20,9
tri_v2_282,numeric_validity,the_answer_is,true,0.2903225806451613,20,20,9
tri_v2_283,numeric_validity,answer_colon,true,0.42857142857142855,20,20,12
tri_v2_284,numeric_validity,the_answer_is,true,0.2903225806451613,20,20,9
tri_v2_285,numeric_validity,the_answer_is,false,0.6,20,20,15
tri_v2_286,numeric_validity,true_or_false,false,0.48,19,18,12
tri_v2_287,numeric_validity,the_answer_is,true,0.2903225806451613,20,20,9
tri_v2_288,numeric_validity,the_answer_is,true,0.17647058823529413,20,20,6
tri_v2_289,numeric_validity,true_or_false,true,0.44,19,17,11
tri_v2_290,numeric_validity,the_answer_is,false,0.25806451612903225,19,20,8
tri_v2_291,numeric_validity,the_answer_is,false,0.25806451612903225,19,20,8
tri_v2_292,numeric_validity,the_answer_is,false,0.4444444444444444,19,20,12
tri_v2_293,numeric_validity,answer_colon,true,0.3793103448275862,20,20,11
tri_v2_294,numeric_validity,the_answer_is,true,0.21212121212121213,20,20,7
tri_v2_295,numeric_open,answer_colon,true,0.08333333333333333,19,20,3
tri_v2_296,numeric_validity,answer_colon,false,0.42857142857142855,20,20,12
tri_v2_297,numeric_validity,the_answer_is,false,0.3793103448275862,20,20,11
tri_v2_298,geometry_claim,the_answer_is,true,0.2903225806451613,20,20,9
tri_v2_299,numeric_validity,the_answer_is,true,0.14285714285714285,20,20,5
tri_v2_300,numeric_validity,the_answer_is,false,0.3333333333333333,20,20,10
