run_id,id,label,intervention,scope,direction,feature_key,margin_before,margin_after,delta_margin,predicted_before,predicted_after,flipped
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-03,True,amplify_5x,group,aligned,,1.875,2.0,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-03,True,ablate,group,aligned,,1.875,2.0,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-03,True,amplify_5x,group,opposed,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-03,True,ablate,group,opposed,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-03,True,amplify_5x,single,aligned,"(0, 2, 16200)",1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-03,True,ablate,single,aligned,"(0, 2, 16200)",1.875,2.0,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-03,True,amplify_5x,single,aligned,"(0, 1, 16229)",1.875,2.0,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-03,True,ablate,single,aligned,"(0, 1, 16229)",1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-03,True,amplify_5x,single,aligned,"(0, 1, 6083)",1.875,2.0,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-03,True,ablate,single,aligned,"(0, 1, 6083)",1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-04,False,amplify_5x,group,aligned,,2.125,2.125,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-04,False,ablate,group,aligned,,2.125,2.125,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-04,False,amplify_5x,group,opposed,,2.125,2.25,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-04,False,ablate,group,opposed,,2.125,2.0,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-05,True,amplify_5x,group,aligned,,1.875,2.0,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-05,True,ablate,group,aligned,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-05,True,amplify_5x,group,opposed,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-05,True,ablate,group,opposed,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-05,True,amplify_5x,single,aligned,"(0, 2, 16200)",1.875,1.75,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-05,True,ablate,single,aligned,"(0, 2, 16200)",1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-05,True,amplify_5x,single,aligned,"(0, 1, 16229)",1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-05,True,ablate,single,aligned,"(0, 1, 16229)",1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-05,True,amplify_5x,single,aligned,"(1, 1, 11660)",1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-05,True,ablate,single,aligned,"(1, 1, 11660)",1.875,1.75,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-06,False,amplify_5x,group,aligned,,1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-06,False,ablate,group,aligned,,1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-06,False,amplify_5x,group,opposed,,1.75,1.875,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-06,False,ablate,group,opposed,,1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-07,True,amplify_5x,group,aligned,,2.25,2.125,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-07,True,ablate,group,aligned,,2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-07,True,amplify_5x,group,opposed,,2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-07,True,ablate,group,opposed,,2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-07,True,amplify_5x,single,aligned,"(0, 2, 16200)",2.25,2.125,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-07,True,ablate,single,aligned,"(0, 2, 16200)",2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-07,True,amplify_5x,single,aligned,"(0, 1, 16229)",2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-07,True,ablate,single,aligned,"(0, 1, 16229)",2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-07,True,amplify_5x,single,aligned,"(1, 1, 11660)",2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-07,True,ablate,single,aligned,"(1, 1, 11660)",2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-08,False,amplify_5x,group,aligned,,2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-08,False,ablate,group,aligned,,2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-08,False,amplify_5x,group,opposed,,2.25,2.125,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-08,False,ablate,group,opposed,,2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-09,True,amplify_5x,group,aligned,,2.0,2.0,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-09,True,ablate,group,aligned,,2.0,2.0,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-09,True,amplify_5x,group,opposed,,2.0,2.0,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-09,True,ablate,group,opposed,,2.0,2.0,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-09,True,amplify_5x,single,aligned,"(0, 2, 16200)",2.0,1.75,-0.25,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-09,True,ablate,single,aligned,"(0, 2, 16200)",2.0,2.0,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-09,True,amplify_5x,single,aligned,"(0, 1, 16229)",2.0,2.0,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-09,True,ablate,single,aligned,"(0, 1, 16229)",2.0,2.0,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-09,True,amplify_5x,single,aligned,"(1, 1, 11660)",2.0,2.0,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-09,True,ablate,single,aligned,"(1, 1, 11660)",2.0,2.0,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-10,False,amplify_5x,group,aligned,,2.125,2.125,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-10,False,ablate,group,aligned,,2.125,2.125,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-10,False,amplify_5x,group,opposed,,2.125,2.125,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-10,False,ablate,group,opposed,,2.125,2.125,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-11,True,amplify_5x,group,aligned,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-11,True,ablate,group,aligned,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-11,True,amplify_5x,group,opposed,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-11,True,ablate,group,opposed,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-11,True,amplify_5x,single,aligned,"(0, 2, 16200)",1.875,1.75,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-11,True,ablate,single,aligned,"(0, 2, 16200)",1.875,2.0,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-11,True,amplify_5x,single,aligned,"(0, 1, 16229)",1.875,2.0,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-11,True,ablate,single,aligned,"(0, 1, 16229)",1.875,1.75,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-11,True,amplify_5x,single,aligned,"(1, 1, 11660)",1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-11,True,ablate,single,aligned,"(1, 1, 11660)",1.875,1.75,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-12,False,amplify_5x,group,aligned,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-12,False,ablate,group,aligned,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-12,False,amplify_5x,group,opposed,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-12,False,ablate,group,opposed,,1.875,2.0,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,True,amplify_5x,group,aligned,,1.875,1.625,-0.25,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,True,ablate,group,aligned,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,True,amplify_5x,group,opposed,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,True,ablate,group,opposed,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,True,amplify_5x,single,aligned,"(0, 2, 16200)",1.875,1.5,-0.375,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,True,ablate,single,aligned,"(0, 2, 16200)",1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,True,amplify_5x,single,aligned,"(0, 1, 16229)",1.875,2.0,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,True,ablate,single,aligned,"(0, 1, 16229)",1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,True,amplify_5x,single,aligned,"(1, 1, 11660)",1.875,1.75,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-13,True,ablate,single,aligned,"(1, 1, 11660)",1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,False,amplify_5x,group,aligned,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,False,ablate,group,aligned,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,False,amplify_5x,group,opposed,,1.875,1.75,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-14,False,ablate,group,opposed,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,True,amplify_5x,group,aligned,,2.25,2.0,-0.25,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,True,ablate,group,aligned,,2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,True,amplify_5x,group,opposed,,2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,True,ablate,group,opposed,,2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,True,amplify_5x,single,aligned,"(0, 2, 16200)",2.25,1.875,-0.375,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,True,ablate,single,aligned,"(0, 2, 16200)",2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,True,amplify_5x,single,aligned,"(0, 1, 16229)",2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,True,ablate,single,aligned,"(0, 1, 16229)",2.25,2.125,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,True,amplify_5x,single,aligned,"(1, 1, 11660)",2.25,2.0,-0.25,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-15,True,ablate,single,aligned,"(1, 1, 11660)",2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,False,amplify_5x,group,aligned,,2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,False,ablate,group,aligned,,2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,False,amplify_5x,group,opposed,,2.25,2.125,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-16,False,ablate,group,opposed,,2.25,2.25,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,True,amplify_5x,group,aligned,,1.875,1.75,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,True,ablate,group,aligned,,1.875,1.75,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,True,amplify_5x,group,opposed,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,True,ablate,group,opposed,,1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,True,amplify_5x,single,aligned,"(0, 2, 16200)",1.875,1.375,-0.5,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,True,ablate,single,aligned,"(0, 2, 16200)",1.875,1.75,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,True,amplify_5x,single,aligned,"(0, 1, 16229)",1.875,1.75,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,True,ablate,single,aligned,"(0, 1, 16229)",1.875,1.75,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,True,amplify_5x,single,aligned,"(1, 1, 11660)",1.875,1.5,-0.375,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-17,True,ablate,single,aligned,"(1, 1, 11660)",1.875,1.875,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,False,amplify_5x,group,aligned,,1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,False,ablate,group,aligned,,1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,False,amplify_5x,group,opposed,,1.75,1.625,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-18,False,ablate,group,opposed,,1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,True,amplify_5x,group,aligned,,1.75,1.875,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,True,ablate,group,aligned,,1.75,1.875,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,True,amplify_5x,group,opposed,,1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,True,ablate,group,opposed,,1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,True,amplify_5x,single,aligned,"(0, 2, 16200)",1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,True,ablate,single,aligned,"(0, 2, 16200)",1.75,1.875,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,True,amplify_5x,single,aligned,"(0, 1, 16229)",1.75,1.875,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,True,ablate,single,aligned,"(0, 1, 16229)",1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,True,amplify_5x,single,aligned,"(1, 1, 11660)",1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-19,True,ablate,single,aligned,"(1, 1, 11660)",1.75,1.875,0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,False,amplify_5x,group,aligned,,1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,False,ablate,group,aligned,,1.75,1.75,0.0,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,False,amplify_5x,group,opposed,,1.75,1.625,-0.125,True,True,False
gemma2-2b_Phase_1_math-only_bank_with_4_ar_473c8611d30a,M-20,False,ablate,group,opposed,,1.75,1.75,0.0,True,True,False
